,Topic 8,Topic 9,Topic 11
250,lostintranslation/0.0004978249198757112,improbableweaponuser/1.7559261323185638e-05,improbableweaponuser/2.797202796500642e-05
251,themedic/0.0004978249198757112,arcwords/1.7559261323185638e-05,arcwords/2.797202796500642e-05
252,amazingtechnicolorbattlefield/0.0004950283328071237,nofaircheating/1.7559261323185638e-05,nofaircheating/2.797202796500642e-05
253,puzzleboss/0.0004950283328071237,buttmonkey/1.7559261323185638e-05,buttmonkey/2.797202796500642e-05
254,jigglephysics/0.0004922316875308752,blatantlies/1.7559261323185638e-05,castfromhitpoints/2.797202796500642e-05
255,flavortext/0.0004922316875308752,itemcrafting/1.7559261323185638e-05,itemcrafting/2.797202796500642e-05
256,finalbosspreview/0.0004922316875308752,andimustscream/1.7559261323185638e-05,andimustscream/2.797202796500642e-05
257,schizotech/0.0004922316875308752,helloinsertnamehere/1.7559261323185638e-05,helloinsertnamehere/2.797202796500642e-05
258,forcedlevelgrinding/0.0004894351004622877,bossbattle/1.7559261323185638e-05,bossbattle/2.797202796500642e-05
259,halfhumanhybrid/0.0004894351004622877,nosell/1.7559261323185638e-05,nosell/2.797202796500642e-05
260,fivemanband/0.0004894351004622877,earnyourhappyending/1.7559261323185638e-05,earnyourhappyending/2.797202796500642e-05
261,killerrabbit/0.0004894351004622877,redherring/1.7559261323185638e-05,redherring/2.797202796500642e-05
262,elitemooks/0.0004894351004622877,jumpscare/1.7559261323185638e-05,jumpscare/2.797202796500642e-05
263,stonewall/0.00048663848428986967,invertedtrope/1.7559261323185638e-05,invertedtrope/2.797202796500642e-05
264,golem/0.00048663848428986967,zigzaggingtrope/1.7559261323185638e-05,zigzaggingtrope/2.797202796500642e-05
265,rapidfirefisticuffs/0.00048663848428986967,cuttingoffthebranches/1.7559261323185638e-05,cuttingoffthebranches/2.797202796500642e-05
266,floatingcontinent/0.00048663848428986967,stealthpun/1.7559261323185638e-05,stealthpun/2.797202796500642e-05
267,lastchancehitpoint/0.00048663848428986967,brickjoke/1.7559261323185638e-05,brickjoke/2.797202796500642e-05
268,castingashadow/0.00048384186811745167,brainwashedandcrazy/1.7559261323185638e-05,brainwashedandcrazy/2.797202796500642e-05
269,twentybearasses/0.00048384186811745167,doublejump/1.7559261323185638e-05,doublejump/2.797202796500642e-05
270,preexistingencounters/0.00048384186811745167,statuseffects/1.7559261323185638e-05,statuseffects/2.797202796500642e-05
271,gamegourmet/0.00048384186811745167,loadsandloadsofloading/1.7559261323185638e-05,loadsandloadsofloading/2.797202796500642e-05
272,evilcounterpart/0.00048384186811745167,screwthisimouttahere/1.7559261323185638e-05,screwthisimouttahere/2.797202796500642e-05
273,nintendohard/0.00048384186811745167,convectionschmonvection/1.7559261323185638e-05,convectionschmonvection/2.797202796500642e-05
274,savescumming/0.00048384186811745167,playedforlaughs/1.7559261323185638e-05,playedforlaughs/2.797202796500642e-05
275,lightemup/0.00048104525194503367,warmupboss/1.7559261323185638e-05,warmupboss/2.797202796500642e-05
276,hptoone/0.00048104525194503367,recurringriff/1.7559261323185638e-05,recurringriff/2.797202796500642e-05
277,nonlethalko/0.00048104525194503367,bagofspilling/1.7559261323185638e-05,bagofspilling/2.797202796500642e-05
278,laserblade/0.00048104525194503367,mindscrew/1.7559261323185638e-05,actionrpg/2.797202796500642e-05
279,dealwiththedevil/0.00047824863577261567,scoringpoints/1.7559261323185638e-05,scoringpoints/2.797202796500642e-05
280,itsallupstairsfromhere/0.00047824863577261567,fantasticracism/1.7559261323185638e-05,fantasticracism/2.797202796500642e-05
281,aerithandbob/0.00047824863577261567,hyperactivemetabolism/1.7559261323185638e-05,hyperactivemetabolism/2.797202796500642e-05
282,ridiculouslycutecritter/0.00047545201960019767,irony/1.7559261323185638e-05,irony/2.797202796500642e-05
283,thelostwoods/0.00047545201960019767,criticalexistencefailure/1.7559261323185638e-05,criticalexistencefailure/2.797202796500642e-05
284,chainmailbikini/0.00047545201960019767,gamebreaker/1.7559261323185638e-05,gamebreaker/2.797202796500642e-05
285,tookalevelinbadass/0.0004726554034277797,bloodknight/1.7559261323185638e-05,bloodknight/2.797202796500642e-05
286,allyourpowerscombined/0.0004726554034277797,savescumming/1.7559261323185638e-05,savescumming/2.797202796500642e-05
287,thechick/0.0004698587872553617,sealedevilinacan/1.7559261323185638e-05,sealedevilinacan/2.797202796500642e-05
288,wingedhumanoid/0.0004698587872553617,noodleincident/1.7559261323185638e-05,noodleincident/2.797202796500642e-05
289,noherodiscount/0.0004698587872553617,levelgrinding/1.7559261323185638e-05,levelgrinding/2.797202796500642e-05
290,leakedexperience/0.0004670621710829437,superdrowningskills/1.7559261323185638e-05,superdrowningskills/2.797202796500642e-05
291,artifactofdoom/0.0004670621710829437,nonindicativename/1.7559261323185638e-05,nonindicativename/2.797202796500642e-05
292,originalgeneration/0.0004670621710829437,boomheadshot/1.7559261323185638e-05,boomheadshot/2.797202796500642e-05
293,movesetclone/0.0004670621710829437,collisiondamage/1.7559261323185638e-05,collisiondamage/2.797202796500642e-05
294,wolfpackboss/0.0004670621710829437,anachronismstew/1.7559261323185638e-05,anachronismstew/2.797202796500642e-05
295,slippyslideyiceworld/0.00046426558401435614,missionpacksequel/1.7559261323185638e-05,missionpacksequel/2.797202796500642e-05
296,spinattack/0.00046426558401435614,stripperiffic/1.7559261323185638e-05,thegoomba/2.797202796500642e-05
297,gainaxing/0.00046426558401435614,videogameremake/1.7559261323185638e-05,videogameremake/2.797202796500642e-05
298,inventorymanagementpuzzle/0.00045867235166952014,firstpersonshooter/1.7559261323185638e-05,firstpersonshooter/2.797202796500642e-05
299,victorypose/0.00045587573549710214,handwave/1.7559261323185638e-05,handwave/2.797202796500642e-05
300,intercontinuitycrossover/0.00045587573549710214,bribingyourwaytovictory/1.7559261323185638e-05,bribingyourwaytovictory/2.797202796500642e-05
301,dancebattler/0.00045587573549710214,charactercustomization/1.7559261323185638e-05,charactercustomization/2.797202796500642e-05
302,powerfist/0.00045587573549710214,squishywizard/1.7559261323185638e-05,squishywizard/2.797202796500642e-05
303,armorpiercingattack/0.00045587573549710214,cosmeticaward/1.7559261323185638e-05,cosmeticaward/2.797202796500642e-05
304,hotblooded/0.00045587573549710214,survivalhorror/1.7559261323185638e-05,survivalhorror/2.797202796500642e-05
305,cantdropthehero/0.00045307911932468414,redeyestakewarning/1.7559261323185638e-05,redeyestakewarning/2.797202796500642e-05
306,demonicpossession/0.00045307911932468414,apocalypticlog/1.7559261323185638e-05,apocalypticlog/2.797202796500642e-05
307,chestmonster/0.00045307911932468414,haveanicedeath/1.7559261323185638e-05,haveanicedeath/2.797202796500642e-05
308,themanbehindtheman/0.00045307911932468414,attackofthe50footwhatever/1.7559261323185638e-05,attackofthe50footwhatever/2.797202796500642e-05
309,doppelgangerattack/0.00045028250315226614,bonusdungeon/1.7559261323185638e-05,bonusdungeon/2.797202796500642e-05
310,mirrormatch/0.00045028250315226614,funwithacronyms/1.7559261323185638e-05,funwithacronyms/2.797202796500642e-05
311,fusiondance/0.00045028250315226614,shiftingsandland/1.7559261323185638e-05,shiftingsandland/2.797202796500642e-05
312,virtualpaperdoll/0.00045028250315226614,anticlimaxboss/1.7559261323185638e-05,anticlimaxboss/2.797202796500642e-05
313,largeham/0.00044748588697984815,weaponofchoice/1.7559261323185638e-05,weaponofchoice/2.797202796500642e-05
314,solongandthanksforallthegear/0.00044748588697984815,idleanimation/1.7559261323185638e-05,blindidiottranslation/2.797202796500642e-05
315,redoniblueoni/0.00044748588697984815,secretcharacter/1.7559261323185638e-05,secretcharacter/2.797202796500642e-05
316,nonelemental/0.0004446892999112606,thelostwoods/1.7559261323185638e-05,thelostwoods/2.797202796500642e-05
317,thecameo/0.0004446892999112606,checkpointstarvation/1.7559261323185638e-05,checkpointstarvation/2.797202796500642e-05
318,canonname/0.0004446892999112606,suspiciousvideogamegenerosity/1.7559261323185638e-05,suspiciousvideogamegenerosity/2.797202796500642e-05
319,strategyrpg/0.0004446892999112606,madeofiron/1.7559261323185638e-05,madeofiron/2.797202796500642e-05
320,bagofsharing/0.0004446892999112606,variablemix/1.7559261323185638e-05,variablemix/2.797202796500642e-05
321,badassnormal/0.0004446892999112606,tooawesometouse/1.7559261323185638e-05,tooawesometouse/2.797202796500642e-05
322,fantranslation/0.0004446892999112606,missioncontrol/1.7559261323185638e-05,missioncontrol/2.797202796500642e-05
323,hyperactivemetabolism/0.0004446892999112606,easymodemockery/1.7559261323185638e-05,easymodemockery/2.797202796500642e-05
324,hiddenelfvillage/0.0004446892999112606,kickthedog/1.7559261323185638e-05,kickthedog/2.797202796500642e-05
325,stancesystem/0.0004446892999112606,nicehat/1.7559261323185638e-05,nicehat/2.797202796500642e-05
326,superboss/0.0004418926837388426,supermode/1.7559261323185638e-05,supermode/2.797202796500642e-05
327,goddamnedboss/0.0004418926837388426,blackoutbasement/1.7559261323185638e-05,blackoutbasement/2.797202796500642e-05
328,seriesmascot/0.0004418926837388426,doesthisremindyouofanything/1.7559261323185638e-05,doesthisremindyouofanything/2.797202796500642e-05
329,convectionschmonvection/0.0004390960675664246,gaidengame/1.7559261323185638e-05,gaidengame/2.797202796500642e-05
330,myrulesarenotyourrules/0.0004390960675664246,defeatmeansfriendship/1.7559261323185638e-05,defeatmeansfriendship/2.797202796500642e-05
331,royalswhoactuallydosomething/0.0004390960675664246,retcon/1.7559261323185638e-05,retcon/2.797202796500642e-05
332,macguffin/0.0004390960675664246,endlessgame/1.7559261323185638e-05,endlessgame/2.797202796500642e-05
333,gratuitousenglish/0.0004390960675664246,greenhillzone/1.7559261323185638e-05,greenhillzone/2.797202796500642e-05
334,thatoneboss/0.0004390960675664246,loadsandloadsofcharacters/1.7559261323185638e-05,loadsandloadsofcharacters/2.797202796500642e-05
335,voluntaryshapeshifting/0.0004390960675664246,eleventhhoursuperpower/1.7559261323185638e-05,eleventhhoursuperpower/2.797202796500642e-05
336,eviloverlord/0.0004390960675664246,berserkbutton/1.7559261323185638e-05,berserkbutton/2.797202796500642e-05
337,greatoffscreenwar/0.0004362994513940066,theunfought/1.7559261323185638e-05,theunfought/2.797202796500642e-05
338,demotedtoextra/0.0004362994513940066,determinator/1.7559261323185638e-05,determinator/2.797202796500642e-05
339,supermoveportraitattack/0.0004362994513940066,miniboss/1.7559261323185638e-05,miniboss/2.797202796500642e-05
340,tacticalrockpaperscissors/0.0004362994513940066,uniqueenemy/1.7559261323185638e-05,uniqueenemy/2.797202796500642e-05
341,combattentacles/0.0004335028352215886,actionadventure/1.7559261323185638e-05,actionadventure/2.797202796500642e-05
342,welcometocorneria/0.0004335028352215886,undergroundmonkey/1.7559261323185638e-05,undergroundmonkey/2.797202796500642e-05
343,developersforesight/0.0004307062190491706,villainprotagonist/1.7559261323185638e-05,villainprotagonist/2.797202796500642e-05
344,animehair/0.0004307062190491706,attackdrone/1.7559261323185638e-05,attackdrone/2.797202796500642e-05
345,firsttown/0.0004307062190491706,karmahoudini/1.7559261323185638e-05,karmahoudini/2.797202796500642e-05
346,lizardfolk/0.0004307062190491706,counterattack/1.7559261323185638e-05,counterattack/2.797202796500642e-05
347,totalpartykill/0.0004307062190491706,thehero/1.7559261323185638e-05,thehero/2.797202796500642e-05
348,knightinshiningarmor/0.0004307062190491706,aiisacrapshoot/1.7559261323185638e-05,aiisacrapshoot/2.797202796500642e-05
349,evilsorcerer/0.0004307062190491706,ruleofthree/1.7559261323185638e-05,ruleofthree/2.797202796500642e-05
350,healingfactor/0.0004279096028767526,darkisnotevil/1.7559261323185638e-05,darkisnotevil/2.797202796500642e-05
351,colonydrop/0.0004279096028767526,absurdlyspacioussewer/1.7559261323185638e-05,absurdlyspacioussewer/2.797202796500642e-05
352,genkigirl/0.0004279096028767526,hublevel/1.7559261323185638e-05,hublevel/2.797202796500642e-05
353,wavemotiongun/0.0004279096028767526,combinationattack/1.7559261323185638e-05,combinationattack/2.797202796500642e-05
354,ninja/0.0004279096028767526,eldritchlocation/1.7559261323185638e-05,eldritchlocation/2.797202796500642e-05
355,nicehat/0.0004251130158081651,featurelessprotagonist/1.7559261323185638e-05,featurelessprotagonist/2.797202796500642e-05
356,assistcharacter/0.0004251130158081651,cutsceneincompetence/1.7559261323185638e-05,cutsceneincompetence/2.797202796500642e-05
357,nodubforyou/0.0004251130158081651,powerupletdown/1.7559261323185638e-05,mirrorboss/2.797202796500642e-05
358,spritepolygonmix/0.0004251130158081651,webgames/1.7559261323185638e-05,webgames/2.797202796500642e-05
359,necromancer/0.0004251130158081651,apocalypsehow/1.7559261323185638e-05,apocalypsehow/2.797202796500642e-05
360,experiencebooster/0.0004251130158081651,elementalpowers/1.7559261323185638e-05,elementalpowers/2.797202796500642e-05
361,anticlimaxboss/0.0004251130158081651,infinityminusonesword/1.7559261323185638e-05,infinityminusonesword/2.797202796500642e-05
362,onestattorulethemall/0.0004251130158081651,jokeitem/1.7559261323185638e-05,jokeitem/2.797202796500642e-05
363,enemyscan/0.0004251130158081651,catchphrase/1.7559261323185638e-05,catchphrase/2.797202796500642e-05
364,aibreaker/0.0004251130158081651,friendlyfireproof/1.7559261323185638e-05,friendlyfireproof/2.797202796500642e-05
365,immunetoflinching/0.0004251130158081651,msfanservice/1.7559261323185638e-05,msfanservice/2.797202796500642e-05
366,optionalpartymember/0.0004251130158081651,trialanderrorgameplay/1.7559261323185638e-05,trialanderrorgameplay/2.797202796500642e-05
367,magicmusic/0.0004223163996357471,selfimposedchallenge/1.7559261323185638e-05,selfimposedchallenge/2.797202796500642e-05
368,pantyshot/0.0004223163996357471,artevolution/1.7559261323185638e-05,artevolution/2.797202796500642e-05
369,levelupfillup/0.0004223163996357471,takingyouwithme/1.7559261323185638e-05,blowyouaway/2.797202796500642e-05
370,catgirl/0.0004223163996357471,mechamooks/1.7559261323185638e-05,mechamooks/2.797202796500642e-05
371,luckilymyshieldwillprotectme/0.0004223163996357471,mookmaker/1.7559261323185638e-05,elementalrockpaperscissors/2.797202796500642e-05
372,cursedwithawesome/0.0004223163996357471,vendortrash/1.7559261323185638e-05,vendortrash/2.797202796500642e-05
373,jokeitem/0.0004223163996357471,adultfear/1.7559261323185638e-05,adultfear/2.797202796500642e-05
374,combos/0.0004195197834633291,killemall/1.7559261323185638e-05,killemall/2.797202796500642e-05
375,loadbearingboss/0.0004195197834633291,namestorunawayfromreallyfast/1.7559261323185638e-05,lethaljokecharacter/2.797202796500642e-05
376,badassadorable/0.0004195197834633291,themanbehindtheman/1.7559261323185638e-05,themanbehindtheman/2.797202796500642e-05
377,heroicmime/0.0004195197834633291,noticethis/1.7559261323185638e-05,noticethis/2.797202796500642e-05
378,blackknight/0.0004195197834633291,indiegame/1.7559261323185638e-05,indiegame/2.797202796500642e-05
379,mana/0.0004195197834633291,noplotnoproblem/1.7559261323185638e-05,noplotnoproblem/2.797202796500642e-05
380,sciencefantasy/0.0004167231672909111,youalllookfamiliar/1.7559261323185638e-05,youalllookfamiliar/2.797202796500642e-05
381,savepoint/0.0004167231672909111,nothingisscarier/1.7559261323185638e-05,nothingisscarier/2.797202796500642e-05
382,idleanimation/0.0004167231672909111,giantmook/1.7559261323185638e-05,abnormalammo/2.797202796500642e-05
383,interspeciesromance/0.0004167231672909111,moneyfornothing/1.7559261323185638e-05,moneyfornothing/2.797202796500642e-05
384,continuingispainful/0.0004167231672909111,heroicbsod/1.7559261323185638e-05,heroicbsod/2.797202796500642e-05
