Company,Country
thatgamecompany,United States
The Game Band,United States
The Initiative (Microsoft),United States
The Metaverse Channel,United States
The Odd Gentlemen,United States
The Rogue Initiative,United States
The Secret Location,United States
The Spiraloid Workshop,United States
The Third Floor,United States
The Virtual Reality Company,United States
Tic Toc Games,United States
Timberline Games,United States
TimePlay Entertainment,United States
Treyarch (Activision),United States
TRIPP,United States
Troll House Games,United States
Turbo Button,United States
Turn Me Up Games,United States
Turnfollow,United States
Turtle Rock Studios,United States
Two Bit Circus,United States
Two Bit Circus VR,United States
Unbroken Studios,United States
Unfold Games,United States
Unit9,United States
USC Games Publishing,United States
Vaulted Sky Games,United States
VC Mobile Entertainment,United States
VEHICLEvr,United States
Visual Concepts,United States
Visual Concepts,United States
Visual Purple,United States
Vital Game Studios,United States
Walt Disney Imagineering,United States
Warner Brothers Interactive Entertainment,United States
WayForward Technologies,United States
We Are Fuzzy,United States
WEBZEN America,United States
Wevr,United States
White Elk,United States
White Lotus Interactive,United States
White Rabbit,United States
WhiteMoon Dreams,United States
Wide Right Games,United States
Wildlife Studios,United States
WITHIN,United States
Women in Games International (WIGI) Los Angeles,United States
Wonderstorm,United States
X2 Games,United States
Xseed,United States
Yacht Club Games,United States
Yukes Co,United States
Zeboyd Games,United States
Zindagi Games,United States
Zwift,United States
Alleyway Games,United States
Avalanche Software (Warner Brothers),United States
Big Finish Games,United States
Casual Games Association,United States
Chair Entertainment Group (Epic Games),United States
Entrada Interactive,United States
igda Salt Lake/Provo Chapter,United States
Liminal Data,United States
NinjaBee,United States
Parallel Plaid,United States
React! Games,United States
RED Games,United States
Strange Reptile,United States
The VOID,United States
The VOID,United States
Tiered World Studios,United States
Wahoo Studios,United States
Wild Works,United States
2XL Games,United States
7 Sentinels,United States
Asymmetric Publications,United States
Black Gate Games,United States
Data Realms,United States
Design Works Gaming,United States
Drawlabs,United States
E-Line Media,United States
Flashbang Studios,United States
Game Colab,United States
Gamezees,United States
Gigatank3000,United States
Grumpyface Studios,United States
Hellhound Games,United States
Himalaya Studios,United States
igda Phoenix Chapter,United States
Industry Games,United States
Machineworks Northwest,United States
Megu Mobile Gaming,United States
Onverse,United States
Quest Online,United States
Rainbow Studios (THQ Nordic),United States
Razor Edge Games,United States
RedG Studios,United States
SpaceBeagles,United States
Team Colorblind,United States
Terrasect Mobile,United States
Timefire VR,United States
Tiny Phoenix,United States
Twinsky Games,United States
Women in Games International (WIGI) Phoenix,United States
ZB App Studio,United States
21-6 Productions,United States
3 Turn Productions,United States
3D Systems,United States
Activision Game Science,United States
Backflip Studios,United States
Cerulean Games,United States
Clever Crow Games,United States
CleverMedia,United States
Deck Nine Games,United States
Dire Wolf Digital,United States
DreamQuest Software,United States
Drunk Robot Games,United States
Glass Bottom Games,United States
Health Scholars,United States
igda Colorado Chapter,United States
Illfonic,United States
Magic Leap,United States
Masque Publishing,United States
New World Interactive,United States
Orbotix,United States
Pavonis Interactive,United States
RedG Studios,United States
Serenity Forge,United States
Star Command,United States
SynaptixGames,United States
Teamkill Media,United States
The Wandering Band,United States
Warballoon,United States
Wyrmbyte,United States
Bad Blood Studios,Canada
Beamdog,Canada
BioWare Edmonton (Electronic Arts),Canada
CodeHatch,Canada
Fluik Entertainment,Canada
pixelStorm,Canada
ThirtyThree,Canada
Treefortress Games,Canada
Xgen Studios,Canada
A Thinking Ape,Canada
Air Games,Canada
Anemone Hug Interactive,Canada
Archiact Interactive,Canada
Biba,Canada
Blackbird Interactive,Canada
Blue Bat,Canada
Bluecurse,Canada
Blueprint Reality,Canada
Brace Yourself Games,Canada
Brass Token,Canada
Captain Games,Canada
Casual Immersions Entertainment,Canada
Charm Games,Canada
Clicktoy Interactive,Canada
Crash Wave Games,Canada
Crash Wave Games,Canada
Curiobot,Canada
EA Canada (Electronic Arts),Canada
EA Sports (Electronic Arts),Canada
East Side Games,Canada
Eden Industries,Canada
Extremely OK Games,Canada
Finger Food Studios,Canada
Full Indie,Canada
Funplus,Canada
Funselektor Labs,Canada
Futuretown,Canada
Gasket Games Corp,Canada
Ghost Time Games,Canada
Greg Lobanov,Canada
Happy Ray Games,Canada
Hellbent Games,Canada
Hemisphere Games,Canada
Hildring Studios,Canada
Hinterland Studio,Canada
Hollow Tree Games,Canada
Hothead Games,Canada
Hyper Hippo Games,Canada
igda Vancouver Chapter,Canada
IGG,Canada
Interdimensional Games,Canada
Ironclad Games,Canada
IronOak Games,Canada
IUGO Mobile Entertainment,Canada
Jetpack Interactive,Canada
Kabam,Canada
Kerberos Productions,Canada
Klei Entertainment,Canada
Koolhaus Games,Canada
LBC Studio,Canada
Matt Makes Games,Canada
Metanaut VR,Canada
Minmax Games,Canada
Motive Studios (Electronic Arts),Canada
Next Level Games,Canada
Nintendo of Canada,Canada
Northway Games,Canada
Original Fire Games,Canada
Over the Moon Games,Canada
Phoenix Labs,Canada
Piranha Games,Canada
Pocket Pinata,Canada
PopCap HD (Electronic Arts),Canada
RAC7,Canada
Radial Games,Canada
Red Hook Studios,Canada
Relic Entertainment (SEGA),Canada
Righteous Hammer Games,Canada
Sillysoft,Canada
SkyBox Labs,Canada
Smoking Gun Interactive,Canada
Sonderlust Studios,Canada
Space Bullet Dynamics Corporation,Canada
Take-Two Interactive Vancouver,Canada
Techland,Canada
The Coalition (Microsoft Studios),Canada
This Game Studio,Canada
Thorium,Canada
Truly Social Games,Canada
Vblank Entertainment,Canada
Women in Games International (WIGI) Vancouver,Canada
17-Bit,United States
343 Industries (Microsoft Game Studios),United States
5th Cell,United States
8 Circuit Studios,United States
Aerryx,United States
Against Gravity,United States
Aggro Crab Games,United States
Amazon Game Studios,United States
Archetype Studios,United States
ArenaNet (NCsoft),United States
AuthorDigital,United States
Beep Industries,United States
Big Fish Games,United States
BigBox VR,United States
Blackpowder Games,United States
Boomzap,United States
Bright Blue Games,United States
Bungie Studios,United States
Camouflaj,United States
Campo Santo (Valve Corporation),United States
Carbon Games,United States
Cascade Game Foundry,United States
Cat Daddy Games,United States
CatDate,United States
Cauldron Studios (ProbablyMonsters),United States
City State Entertainment,United States
ConcernedApe,United States
Crystal Northwest,United States
Cyan Worlds,United States
Daily Magic Games,United States
Daily Magic Productions,United States
Dan Fornace,United States
Digital Eel,United States
Double Damage Games,United States
Double Down Interactive,United States
Doublebear Productions,United States
Drifter VR,United States
E-Line Media,United States
Eastshade Studios,United States
Ember Entertainment,United States
En Masse Entertainment,United States
Endeavor One,United States
Epic Seattle,United States
Epic Venture Games (Big Fish Games),United States
Exato Games,United States
Fair Worlds,United States
Fat Loot Games,United States
Final Strike Games,United States
Firewalk Studios (ProbablyMonsters),United States
Firsthand technology,United States
Firsthand Technology,United States
Firsthand Technology,United States
Flowplay,United States
Fun Bits,United States
GameHouse - Seattle,United States
Gameloft,United States
gamesto.love,United States
Giant Army,United States
Giant Cranium,United States
Giant Enemy Crab,United States
Glumberland,United States
Good Science Studio (Microsoft Game Studios),United States
Grunka Munka Games,United States
Guppy Games,United States
Hardsuit Labs,United States
Harebrained Schemes,United States
Hashbang Games,United States
Her Interactive,United States
Hidden Path Entertainment,United States
Highwire Games,United States
Hipsoft,United States
Holospark,United States
Hopoo Games,United States
Hyperspace XR,United States
Ice Water Games,United States
igda Seattle Chapter,United States
Illfonic,United States
Imagos Softworks,United States
IndiMo Labs,United States
Infinut,United States
Inquisiment,United States
Jintronix,United States
Jumo,United States
Leaftail Labs,United States
Limitless ,United States
Linden Lab,United States
Litesprite,United States
Lost Lake Games,United States
Lunar Ray Games,United States
Magic Leap,United States
Manaworks,United States
Marauder Interactive,United States
Masonic Studios,United States
Mega Crit Games,United States
Microsoft Game Studios,United States
Midwinter Entertainment,United States
Monolith Productions (Warner Brothers Games),United States
Monster Squad Games,United States
NCsoft West,United States
Niantic,United States
Nintendo of America,United States
No Goblin,United States
No Matter Studios,United States
Oculus VR,United States
Outerloop Games,United States
Owldragon Games,United States
Paranoid Productions,United States
Pine Street Codeworks,United States
Pluto VR,United States
Polyarc,United States
PopCap Games (Electronic Arts),United States
Private Division,United States
Probably Monsters,United States
RealNetworks,United States
Refract Studios,United States
Rocketcat Games,United States
Seattle Indies,United States
Serellan,United States
Sharkbite Games,United States
Signal Studios,United States
SkyRocket Studios (Big Fish Games),United States
Smashing Ideas,United States
Soulbound Studios,United States
Spiderweb Software,United States
Spry Fox,United States
Star Theory Games,United States
Stellar Jockeys,United States
Strange Loop Games,United States
Stray Bombay Company,United States
STRIVR,United States
Studio 216,United States
Studio Wildcard,United States
Stumbling Cat,United States
Subset Games,United States
Sucker Punch Productions (Sony),United States
SuckerFree Games,United States
Sunbreak Games,United States
System Era Softworks,United States
Taco Truck Games,United States
Take This,United States
Tenacious Entertainment,United States
The Pokemon Company International,United States
The Quantum Astrophysicists Guild,United States
The Spiraloid Workshop,United States
Timbre Interactive,United States
TinkerHouse Games,United States
tinyBuild Games,United States
Tomorrow Today Labs,United States
Turn 10 Studios,United States
Uber Entertainment,United States
Undead Labs (Microsoft),United States
Underflow Studios,United States
Upper One Games,United States
V1 Interactive,United States
Valkyrie Entertainment,United States
Valve Corporation,United States
Voracious Games,United States
Washington Interactive Network,United States
What Up Games,United States
Wildcard Games,United States
WildTangent,United States
Winter Night Games,United States
Winterborn Games,United States
Wizards of the Coast,United States
Women in Games International (WIGI) Seattle,United States
Zachtronics Industries,United States
Zhurosoft,United States
2 Ton Studios,United States
2020Venture,United States
2D Boy,United States
2K Games,United States
2K Silicon Valley,United States
3 Minute Games (Big Fish Games),United States
31st Union,United States
5th Planet Games,United States
77SPARX Studio,United States
Accelerate Games,United States
Aconite,United States
AdaptedMind,United States
Aftershock,United States
Akili Interactive,United States
Amazon Game Studios,United States
Amazon Lab126,United States
Amber,United States
AppLovin,United States
Arachnid Games,United States
Ascendant Studios,United States
Autumn Games,United States
Aveyond Studios,United States
Babeltime US,United States
Bad Honey Bun Games,United States
Bake450,United States
Bandura Games,United States
baobab studios,United States
Bazooka Tango,United States
Bebopbee,United States
Beyond Games,United States
Big Dorks Entertainment,United States
Big Run Studios,United States
bigscreen VR,United States
Black Shell Media,United States
Blade Fire Studios,United States
Blizzard Entertainment,United States
Boombit,United States
Capcom,United States
Capital Games (Electronic Arts),United States
Catalyst Apps,United States
Cerevrum,United States
Choice Provisions,United States
Chronic Logic,United States
Cignition,United States
Clockwork Labs,United States
Cloud Chamber (2K Games),United States
Cloudcade,United States
Club Six Studios,United States
Code Combat,United States
CodeCombat,United States
Cognivive,United States
Cold Iron Studios,United States
COLOPL NI,United States
Construct Studio,United States
Cornbilt Games,United States
Counterplay Games,United States
CreateAR,United States
Crowdstar International,United States
Cryptic Sea,United States
Cryptic Studios (Perfect World),United States
Crystal Dynamics,United States
Days of Wonder,United States
Deep Silver USA (Koch Media),United States
DeNA San Francisco,United States
Dim Bulb Games,United States
Discord Inc.,United States
Dispatch Games,United States
Disruptive Games,United States
Dissonance Entertainment,United States
Double Fine Productions (Xbox Game Studios),United States
Double Loop Games,United States
EA Mobile,United States
EA Redwood Shores (Electronic Arts),United States
Echtra,United States
Electronic Arts Mobile,United States
Endless Entertainment,United States
Episode Interactive,United States
Evil Eye Pictures,United States
Fable Studio,United States
FableLabs,United States
Fifth Column Games,United States
Final Final Games,United States
Fingerprint Digital,United States
Firebelly Studios,United States
Firecraft Studios,United States
Firsthand technology,United States
Firsthand Technology,United States
Firsthand Technology,United States
FLOAT (hybrid entertainment),United States
Fluttermind,United States
Flying Wisdom Studios,United States
Foo VR,United States
Free Range Games,United States
FunCraft,United States
FunMobility,United States
Funomena,United States
Funplus,United States
Gallium Artists,United States
Galxyz,United States
Galxyz,United States
Gamaya,United States
Game Closure,United States
Gameduell,United States
Gameheads,United States
Gameloft,United States
gloops International (Nexon),United States
Glu Mobile,United States
Graffiti Entertainment,United States
GreenPark Sports,United States
GRL Games,United States
GSN Games,United States
GSN Games,United States
gumi America,United States
Hanakai Studio,United States
Hangar 13,United States
hitcents.com,United States
Hitsparks Games,United States
hopelab,United States
Humble Bundle,United States
I-play,United States
Idle Gaming (GSN Games),United States
igda San Francisco Chapter,United States
Illumix,United States
ILMxLAB,United States
Immersive Touch,United States
Impulse Gear,United States
imvu,United States
InsaneRoot,United States
Interabang Entertainment,United States
Iron Realms Entertainment,United States
iWin,United States
Jam CIty,United States
Jaunt Studios,United States
Joju Games,United States
Kabam,United States
Kiko Labs,United States
kindVR,United States
Kiwi (SGN),United States
KIXEYE,United States
KLab America,United States
Knock Knock,United States
Knocknock Games,United States
Koei Tecmo America,United States
Krikey,United States
Lanzinger Studio,United States
Lazy 8 Studios,United States
LeapFrog Enterprises,United States
LearnDistrict,United States
Leeble Forest,United States
Leia,United States
Leia,United States
Lifeliqe,United States
Limbic Software,United States
Limbix VR,United States
Linden Lab,United States
Lion Studios (AppLovin),United States
Lonely Egg Studio,United States
Lucasfilm Games (Disney Interactive),United States
Lucasfilm Games (Disney Interactive),United States
Lumba,United States
Lumosity,United States
Machine Zone,United States
Magic Fuel Games,United States
Magic Leap,United States
Magic Leap,United States
MagicalTimeBean,United States
Manticore ,United States
MashFX,United States
Massive Black,United States
Mastiff Games,United States
Maximum Games,United States
Mechanical Butterfly Studios,United States
Metamoki,United States
Mew and Me,United States
Mighty Play,United States
Mindblown Labs,United States
Mindmaze,United States
MinoMonsters,United States
Minor Key Games,United States
Misfits Attic,United States
Moatboat,United States
Modus Games,United States
Monomi Park,United States
Monothetic,United States
Morphonix,United States
Mossmouth,United States
Motion Math,United States
MunkyFun,United States
My.Games,United States
N3TWORK,United States
NAMCO BANDAI Games America,United States
Nanovation,United States
Nanovation,United States
Naquatic,United States
Narvalous,United States
Natsume,United States
NaturalMotion Games (Zynga),United States
NCsoft West Mobile,United States
Nekomatata,United States
NetEase Games,United States
Netherfire Entertainment,United States
Nexon M,United States
Nextgen Pants,United States
Niantic,United States
Nifty Games,United States
Nomadic VR,United States
Nordeus,United States
nWay,United States
Oculus Story Studio,United States
Oculus VR,United States
Oddworld Inhabitants,United States
One Sock Prince,United States
Orthogonal Games,United States
Osmo,United States
Osso VR,United States
Outact,United States
Outfit7,United States
Outnumbered Games,United States
Parable Worlds,United States
Paracosma,United States
Paradox Interactive,United States
Penrose,United States
Penumbra,United States
Perfect World Entertainment,United States
Phoenix Labs,United States
Phoenix One Games,United States
Pillow Castle Games,United States
Pixel Ripped,United States
Pixelberry Studios (Nexon),United States
Pixelopus,United States
Pixowl,United States
PlayFirst (Glu Mobile),United States
Playmation Studios,United States
PLAYSTUDIOS,United States
PLAYSTUDIOS,United States
PlusOne,United States
Pocket Gems,United States
Question,United States
Radd3,United States
Radiant Entertainment,United States
Raindrop Games,United States
Red Accent,United States
Red Fox Games,United States
Redbana,United States
Reverb Games,United States
Rhino Games,United States
River Studios,United States
Roblox,United States
Robot Invader,United States
Rumble Entertainment (Plarium),United States
Sacramento Developer Collective,United States
Sanzaru Games,United States
Seasun Games,United States
Secret 6,United States
Secret Builders,United States
Sega Networks,United States
Sega of America,United States
Self Aware Games Studio (Big Fish Games),United States
SGN (Social Gaming Network),United States
Shark Punch,United States
Shiny Shoe,United States
SilverTree Media,United States
Sixense,United States
Skunk Studios,United States
Sledgehammer Games (Activision),United States
Snow Cannon Games,United States
Solus Games,United States
SoMa Play,United States
Sony Computer Entertainment America,United States
Sony Computer Entertainment Foster City Studio,United States
SOULGAME America,United States
Sourcebits,United States
Spellgun,United States
Sperasoft,United States
Spiritwalk Games,United States
Square Panda,United States
Steel Wool Games,United States
Stigma Games,United States
Storm8,United States
Striking Distance (The PUBG Corporation),United States
STRIVR,United States
Studio 216,United States
Subdream Studios,United States
Super Evil Megacorp,United States
Super Lucky Casino,United States
Super Scary Snakes,United States
Supercell,United States
Supergiant Games,United States
Superstar Games,United States
Tangible Play,United States
Team Meat,United States
Team2Bit,United States
Telltale Games,United States
Temple Gates Games,United States
Tencent America,United States
Terrible Toybox,United States
Thekla,United States
Tintash,United States
TinyCo,United States
Toca Boca (Spin Master),United States
Tomorrow Corporation,United States
Toys For Bob (Activision),United States
ToyTalk,United States
Tribetoy,United States
Trihelix,United States
Trion Worlds,United States
Triton Studios (Big Fish Games),United States
Tynker,United States
Ubisoft San Francisco,United States
Unknown Worlds,United States
Unspeakable Pixels,United States
Vector Unit,United States
Virtually Live,United States
Visual Concepts,United States
Vivid Vision,United States
Voltage Entertainment,United States
Warner Brothers Games San Francisco,United States
Wavedash Games,United States
Whole Hog Games,United States
Wicked Fun,United States
Wicked Loot,United States
Wildlife Studios,United States
Wildlife Studios,United States
Wolfire Games,United States
Women in Games International (WIGI) SF,United States
Wonder Workshop,United States
WRKSHP,United States
Zspace,United States
Zynga,United States
AppLovin,Israel
Astral Vision,Israel
Casual Games Lab (Playtika),Israel
Corbomite Games,Israel
Dust Storm Entertainment,Israel
GSN Games,Israel
IMagine Machine,Israel
Jelly Button Games,Israel
Magic Leap,Israel
Magic Leap,Israel
Mohican Lab,Israel
MOONEE,Israel
Mytopia,Israel
Nitako,Israel
Nokobot,Israel
Plarium,Israel
PLAYSTUDIOS,Israel
Playtika,Israel
Remmersive,Israel
Scientific Games Interactive,Israel
Side-kick,Israel
Space Cowboys,Israel
SpikySnail Games,Israel
TabTale,Israel
Upopa Games,Israel
VR Health,Israel
WingsGames,Israel
Carrot Arrow,Estonia
Creative Mobile,Estonia
EJaw,Estonia
Fractured Byte,Estonia
GameFounders,Estonia
NineZyme Entertainment,Estonia
Ambergames,Latvia
Beetroot Lab,Latvia
ColdWild Games,Latvia
Game Insight,Latvia
Latvian Game Developers Association (LGDA),Latvia
MadSword,Latvia
Rocknight Studios,Latvia
Soaphog,Latvia
GoldFire Studios,United States
Tornado Studios,United States
Alebrije Estudios,Mexico
EnnuiStudio,Mexico
Xibalba Studios,Mexico
Fair Play Labs,Costa Rica
Headless Chicken Games,Costa Rica
igda Costa Rica Chapter,Costa Rica
Moonster Studio,Costa Rica
MyC Games,Costa Rica
Sunna Entertainment,Costa Rica
Tree Interactive,Costa Rica
12 Hit Combo,Colombia
Below the Game,Colombia
BOB Games,Colombia
Brainz (ZIO Studios),Colombia
BWstudios,Colombia
C2 Game Studio,Colombia
Colombia Games,Colombia
Gameloft,Colombia
igda Colombia Chapter,Colombia
Jam City,Colombia
Mad Bricks,Colombia
NDiTeravision Games,Colombia
Real Fun Learning,Colombia
Csharks Games,India
Dynamic Next,India
Ruby Seven Studios,India
DeNA Hanoi,Vietnam
Donuts,Vietnam
Gameloft,Vietnam
Koei Tecmo Vietnam,Vietnam
Dr. Panda Games,China
Future Tech,China
Gameloft,China
Tap4Fun,China
Ubisoft Chengdu,China
Agate,Indonesia
Aksara Studio,Indonesia
Alegrium,Indonesia
Altermyth,Indonesia
Artoncode,Indonesia
Benua Softworks,Indonesia
Creacle Game Studio,Indonesia
Freemergency,Indonesia
Gameloft,Indonesia
Gameloft,Indonesia
Labu Games,Indonesia
Tempa Labs,Indonesia
Toge Productions,Indonesia
Wawa Games,Indonesia
CerebralFix,New Zealand
Digital Confectioners,New Zealand
Foolish Mortals,Canada
Lamp Light Games,Canada
Noodlecake Studios,Canada
Albuquerque Game Developers Guild,United States
Dog Eat Dog Games,United States
Ganymede Games,United States
Nimbly Games,United States
Subliminal,United States
1 Simple Game,Mexico
2D Nutz,Mexico
Ansimuz Games,Mexico
Cosmogonia,Mexico
Focka Games,Mexico
Game Coder Studios,Mexico
GameCoder Studios,Mexico
Gameloft,Mexico
Karaokulta,Mexico
Kaxan Games,Mexico
Larva Game Studios,Mexico
Magic Leap,Mexico
Ogre Pixel,Mexico
2401 Studios,Guatemala
igda Guatemala Chapter,Guatemala
LionWorks,Guatemala
4A Games,Malta
Bigpoint,Malta
Dorado Games,Malta
Exient,Malta
igda Malta Chapter,Malta
King.com (Activision),Malta
PlayMagic,Malta
Babil Games,Jordan
Beelabs,Jordan
Beladcom,Jordan
Bug Games,Jordan
GamesXP,Jordan
Jawaker,Jordan
Jordan Gaming Lab,Jordan
Jordan Gaming Task Force,Jordan
MANA 3D Games,Jordan
Maysalward,Jordan
PinchPoint,Palestine
Play 3arabi,Jordan
Quirkat,Jordan
RABABA Games,Jordan
Rababa Gaming,Jordan
Red Shark,Jordan
Tamatem Games,Jordan
Acid Green Games,Iran
Amytis Entertainment,Iran
Anashid Game Studio,Iran
Anu Game Studio,Iran
Anu Game Studio,Iran
Arna,Iran
Arta Game Studio ,Iran
Avagames,Iran
Baziro,Iran
Bit Byterz,Iran
Blazingfall Game Studio,Iran
Bobardo,Iran
Dream Rain Game Studio,Iran
eWalk Entertainments,Iran
Game Origins,Iran
Hurrah Games,Iran
Incytel,Iran
Iran National Foundation of Computer Game,Iran
KMSGames,Iran
LeanGo,Iran
Lexip Games,Iran
Medrick FZE,Iran
Metanoia,Iran
Noa Games,Iran
Ordibehesht Studio,Iran
Pardis Game Studio,Iran
Sourena Game Studio,Iran
TeeToTum Entertainment,Iran
TOD Game Studio,Iran
Trixmen Studios,Iran
Turned On Digital,Iran
Yoozgames,Iran
Triple Claim Game Collective,Bosnia and Herzegovina
Anawiki Games,Poland
Blue Sunset Games,Poland
Forever Entertainment,Poland
Gamelion Studios,Poland
Huuuge Games,Poland
Nawia Games,Poland
Playsoft Games,Poland
PlayWay,Poland
3DIVISION,Slovakia
Ace Maddox,Slovakia
Cypronia,Slovakia
Eastworks,Slovakia
Fishcow Studio,Slovakia
Functu,Slovakia
Games Farm,Slovakia
Grindstone,Slovakia
InLogic Software,Slovakia
Matsuko,Slovakia
Rembrosoft,Slovakia
Superstructure Games,Slovakia
Triple Hill Interactive,Slovakia
Volcanicc,Slovakia
Black Wing Foundation,Ukraine
N-Game Studios,Ukraine
Painted Black Games,Ukraine
RZ2 Games,India
Leti Games,Ghana
Agate,Indonesia
Akal Interaktif,Indonesia
Arsanesia,Indonesia
Digital Happiness,Indonesia
Dragon Game Studio,Indonesia
Ekuator Games (Agate),Indonesia
Menara Games,Indonesia
Nightspade,Indonesia
Own Games,Indonesia
Educa Studio,Indonesia
Enthrean Guardian Game Studio,Indonesia
Mojiken Studio,Indonesia
Tahoe Games,Indonesia
Clockwork Acorn,South Africa
Free Lives,South Africa
Retro Epic,South Africa
Sozo Labs,South Africa
Thoopid,South Africa
Gamos Technology Solutions (GTS),Sri Lanka
Motion Miracles,Sri Lanka
Prodigi Interactive,Sri Lanka
Seven Deuce Gaming,Sri Lanka
Blue Lizard Games,Ecuador
Enigma Studios,Ecuador
Freaky Creations,Ecuador
Drakhar Studio,Spain
No Brakes,Spain
promineo studios,Spain
Rising Pixel,Spain
Singular Social Games,Spain
Aratog Games,Ukraine
Zedarus Games,Ukraine
Ratalaika Games,Spain
Tridente Studio,Spain
WiMi5,Spain
DeNA Niigata,Japan
igda Tohoku Chapter,Japan
Complex Games,Canada
Evodant,Canada
igda Winnipeg Chapter,Canada
Infinite Ammo,Canada
Project Whitecard,Canada
Ubisoft Winnipeg,Canada
Zenfri,Canada
After Hours: Game Developers,United States
America's Army,United States
Army Game Studio,United States
igda Hunstville Chapter,United States
Pixel,United States
Caramel Tech Studios,Pakistan
Cloudcade,Pakistan
Finz Games,Pakistan
FRAG Games,Pakistan
Mindstorm Studios,Pakistan
Tintash,Pakistan
Avena Games,Nigeria
Chopup,Nigeria
Gamsole,Nigeria
igda Nigeria Chapter,Nigeria
Maliyo Games,Nigeria
BehaVR,United States
Frogdice,United States
Gun Media Holdings,United States
hitcents.com,United States
Louisville Makes Games,United States
RalphVR,United States
RunJumpDev,United States
Super Soul,United States
SuperSoul,United States
Two Scoop Games,United States
Bad Rhino Games,United States
Echohead Games,United States
Kid Rocket Studios,United States
Moosader,United States
Overhook Games,United States
Pixelscopic,United States
Squigglybit,United States
Ariton,United States
BehaVR,United States
Bounding Box Software,United States
Digital Hero Games,United States
Digital Precept,United States
Headlight Studios,United States
IV Studio,United States
Memphis Game Developers,United States
Nashville Game Developers,United States
Traega Entertainment,United States
VEHICLEvr,United States
Windy Hill Studio,United States
Wolfgame,United States
Celsius Game Studio,Canada
Other Ocean Interactive,Canada
Ascanio Entertainment,Cyprus
Frogsy Gaming Studios,Cyprus
HolyDay Studios,Cyprus
HypeTrain Digital,Cyprus
My.Games,Cyprus
Outfit7,Cyprus
Owlcat Games,Cyprus
Pixonic,Cyprus
Playkot,Cyprus
Qumaron,Cyprus
Tamasenco,Cyprus
Wargaming Cyprus,Cyprus
Cryptyd,Egypt
Funwave Games,Egypt
Qamar Games,Egypt
Digital Mania,Tunisia
Envast,Tunisia
LIVA,Tunisia
NewGen,Tunisia
Newgen Studio,Tunisia
SaphirProd,Tunisia
Tunisian Game Developers,Tunisia
Semaphore,Saudi Arabia
Wanas Games,Saudi Arabia
Diwaniya Labs,Kuwait
Elektron Games,Kuwait
Gamified Labs,Kuwait
Girnaas,Qatar
Space Crescent,Qatar
After Work Games,United Arab Emirates
Babil Games,United Arab Emirates
Beeble Games,United Arab Emirates
Creability,United Arab Emirates
Fortafy Games,United Arab Emirates
Game Power 7,United Arab Emirates
Gameloft,United Arab Emirates
GamesXP,United Arab Emirates
Gamified Labs,United Arab Emirates
Hurrah Games,United Arab Emirates
Hybrid Humans,United Arab Emirates
Infinite8,United Arab Emirates
Jawaker,United Arab Emirates
Kedoo Entertainment,United Arab Emirates
Lookinar Studio,United Arab Emirates
Medrick FZE,United Arab Emirates
Nazara,United Arab Emirates
ONEMT,United Arab Emirates
Tahadi Games,United Arab Emirates
Tarboosh Games,United Arab Emirates
Ubisoft Abu Dhabi,United Arab Emirates
Zerofour,United Arab Emirates
GameCooks,Lebanon
Groovy Antoid,Lebanon
Inkline,Lebanon
Wixel Studios,Lebanon
Hako Games,Saudi Arabia
Happiest Dark Corner,Saudi Arabia
Jassim Albuarki,Bahrain
Light Studio,Saudi Arabia
Regnum Studio,Bahrain
