Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7
blackmarket/0.0005320518321462284,godisevil/0.001807921985427053,combinationattack/0.0010285747871829785,humanresources/0.001279390441531857,callingyourattacks/0.0010714043534278159,thestinger/0.0015277197589067255,bigredbutton/0.0018948838137030019
entersolutionhere/0.0005320518321462284,theemperor/0.0017531364707171423,welcometocorneria/0.0010285747871829785,vomitindiscretionshot/0.0012509595428311488,truecompanions/0.0010714043534278159,sidetrackedbythegoldsaucer/0.0015277197589067255,badguysdothedirtywork/0.0018948838137030019
theimmodestorgasm/0.0005320518321462284,bladespam/0.0017531364707171423,musicalnod/0.0010285747871829785,sawedoffshotgun/0.0012509595428311488,goingthroughthemotions/0.001057842273004679,titledrop/0.0015277197589067255,marriedtothejob/0.0018948838137030019
magicaismagica/0.0005320518321462284,beastman/0.0017531364707171423,fightingyourfriend/0.001018778836828855,leparkour/0.0012509595428311488,hubcity/0.001057842273004679,deathfromabove/0.0015157844482902667,artisticlicensehistory/0.0018948838137030019
wthcostumingdepartment/0.0005320518321462284,mayflydecemberromance/0.0017531364707171423,fissionmailed/0.0010089828864747314,framingdevice/0.0012509595428311488,mercyinvincibility/0.001057842273004679,deadpansnarker/0.0015157844482902667,camp/0.0018948838137030019
contraltoofdanger/0.0005320518321462284,changingoftheguard/0.0017531364707171423,savescumming/0.0010089828864747314,healingpotion/0.0012509595428311488,totalpartykill/0.001057842273004679,breakingthefourthwall/0.0015157844482902667,theneidermeyer/0.0018948838137030019
sadist/0.0005320518321462284,tangledfamilytree/0.0017531364707171423,absurdlyspacioussewer/0.0010089828864747314,gameoftheyearedition/0.0012509595428311488,headsiwintailsyoulose/0.001057842273004679,andnowforsomeonecompletelydifferent/0.0015157844482902667,hotscientist/0.0018948838137030019
ohnonotagain/0.0005320518321462284,lettingtheairoutoftheband/0.0017531364707171423,zeroeffortboss/0.0010089828864747314,warriorpoet/0.0012509595428311488,talkingisafreeaction/0.001044280192581542,gamebreaker/0.001503849137673808,cosmeticallydifferentsides/0.0018948838137030019
disasterdominoes/0.0005320518321462284,chainofdeals/0.0016983509560072317,artevolution/0.0009991869361206077,stickybomb/0.001222528644130441,antivillain/0.001044280192581542,arsonmurderandjaywalking/0.001503849137673808,goodgunsbadguns/0.0018948838137030019
weirdcrossover/0.0005320518321462284,mymasterrightorwrong/0.0016983509560072317,thelostwoods/0.0009991869361206077,donotdropyourweapon/0.001222528644130441,theempire/0.001044280192581542,justifiedtutorial/0.001503849137673808,leavenowitnesses/0.0018948838137030019
waitingpuzzle/0.0005320518321462284,catchingsomezs/0.0016983509560072317,polishedport/0.0009991869361206077,meaningfulbackgroundevent/0.001222528644130441,onlyonename/0.001044280192581542,catharsisfactor/0.001503849137673808,thedanza/0.0018948838137030019
iwasquitealooker/0.0005320518321462284,onegameforthepriceoftwo/0.0016983509560072317,dubnamechange/0.0009893909857664842,hollywooddarkness/0.001222528644130441,supernotdrowningskills/0.001044280192581542,downerbeginning/0.0014919138270573491,mediumblending/0.0018948838137030019
literalmetaphor/0.0005320518321462284,vagueage/0.0016983509560072317,doortobefore/0.0009893909857664842,manonfire/0.001222528644130441,helpfulmook/0.001044280192581542,arcwords/0.0014919138270573491,epigraph/0.0018948838137030019
achievementsinignorance/0.0005148888698189308,comicbooktime/0.001643565441297321,amazingtechnicolorbattlefield/0.0009795950354123605,secondaryfire/0.001222528644130441,wecannotgoonwithoutyou/0.001044280192581542,wideopensandbox/0.0014799785164408903,playfulhacker/0.0018948838137030019
lemonynarrator/0.0005148888698189308,scarystingingswarm/0.001643565441297321,bigbooshaunt/0.0009795950354123605,everybodysdeaddave/0.001222528644130441,aerithandbob/0.001044280192581542,gaidengame/0.0014680432058244315,interservicerivalry/0.0018948838137030019
hellbentforleather/0.0005148888698189308,mergingthebranches/0.001643565441297321,cycleofhurting/0.000969799085058237,gorn/0.001222528644130441,shockwavestomp/0.001044280192581542,spiritualsuccessor/0.0014680432058244315,charactertitle/0.0018948838137030019
assshove/0.0005148888698189308,actuallyiamhim/0.001643565441297321,victorypose/0.000969799085058237,cyberpunk/0.001222528644130441,doublejump/0.001030718112158405,nofaircheating/0.0014680432058244315,soundonlydeath/0.0018948838137030019
halloweenepisode/0.0005148888698189308,amnesiacdissonance/0.001643565441297321,grievousharmwithabody/0.0009600031347041133,prettylittleheadshots/0.001194097745429733,exposedtotheelements/0.001030718112158405,doesthisremindyouofanything/0.0014680432058244315,bodydouble/0.0017951530866660017
wantedposter/0.0005148888698189308,poweredbyaforsakenchild/0.001643565441297321,stripperiffic/0.0009600031347041133,firstpersonghost/0.001194097745429733,lagcancel/0.001030718112158405,actiongirl/0.0014680432058244315,suspectishatless/0.0017951530866660017
fanficsofthe2020s/0.0005148888698189308,animateinanimateobject/0.001643565441297321,friendlyfireproof/0.0009600031347041133,wreakinghavok/0.001194097745429733,mundanemadeawesome/0.001030718112158405,ascendedextra/0.0014561078952079727,innermonologue/0.0017951530866660017
therearenotherapists/0.0005148888698189308,identicalstranger/0.001643565441297321,skippableboss/0.0009600031347041133,rocketjump/0.001194097745429733,rarerandomdrop/0.001030718112158405,buttmonkey/0.0014561078952079727,toxicphlebotinum/0.0017951530866660017
datingsim/0.0005148888698189308,ambitionisevil/0.0015887799265874103,stupidityistheonlyoption/0.0009502071843499897,firebreathingweapon/0.001194097745429733,experiencebooster/0.0010171560317352682,enemymine/0.0014561078952079727,thecaper/0.0017951530866660017
werestillrelevantdammit/0.000497725907491633,adaptationalearlyappearance/0.0015887799265874103,sprintshoes/0.0009502071843499897,roarbeforebeating/0.001194097745429733,defeatequalsexplosion/0.0010171560317352682,suicidaloverconfidence/0.0014561078952079727,cyanidepill/0.0017951530866660017
incurablecoughofdeath/0.000497725907491633,longlived/0.0015887799265874103,bossbanter/0.0009502071843499897,killitwithice/0.001194097745429733,inventorymanagementpuzzle/0.0010171560317352682,ascendedglitch/0.0014561078952079727,grievousbottleyharm/0.0017951530866660017
fictionalcounterpart/0.000497725907491633,inspiteofanail/0.0015887799265874103,loadbearingboss/0.0009502071843499897,trickarrow/0.001165666846729025,rewardingvandalism/0.0010171560317352682,lighterandsofter/0.0014203019633585964,recursivereality/0.0017951530866660017
superpowerlottery/0.000497725907491633,godhoodseeker/0.0015887799265874103,ambidextroussprite/0.0009404112339958661,quickmelee/0.001165666846729025,idontlikethesoundofthatplace/0.0010171560317352682,killitwithfire/0.0014203019633585964,cigarchomper/0.0017951530866660017
fightingfromtheinside/0.000497725907491633,powertattoo/0.0015887799265874103,winbackthecrowd/0.0009404112339958661,gatelessghetto/0.001165666846729025,redoniblueoni/0.0010171560317352682,shockandawe/0.0014203019633585964,blackeyesofevil/0.0017951530866660017
reallygetsaround/0.000497725907491633,animorphism/0.0015887799265874103,newworkrecycledgraphics/0.0009306152836417425,outrunthefireball/0.001165666846729025,supermode/0.0010171560317352682,showntheirwork/0.0014083666527421376,inspectorjavert/0.0017951530866660017
noyou/0.000497725907491633,notallowedtogrowup/0.0015887799265874103,slidingscaleoflinearityvsopenness/0.0009306152836417425,outofgenreexperience/0.001165666846729025,statusbuff/0.0010171560317352682,zigzaggingtrope/0.0014083666527421376,mentalworld/0.0017951530866660017
catsaremean/0.000497725907491633,famousancestor/0.0015339944118774997,itseasysoitsucks/0.0009306152836417425,madeofplasticine/0.001165666846729025,excuseplot/0.0010035939513121312,playedforlaughs/0.0014083666527421376,prisonrape/0.0017951530866660017
explainexplainohcrap/0.000497725907491633,bigballofviolence/0.0015339944118774997,weaponofchoice/0.0009306152836417425,cutlexluthoracheck/0.001165666846729025,commonplacerare/0.0010035939513121312,mindscrew/0.0013964313421256788,ingametv/0.0017951530866660017
absolutecleavage/0.000497725907491633,god/0.0015339944118774997,dembones/0.0009306152836417425,bodyarmorashitpoints/0.001165666846729025,buttonmashing/0.0010035939513121312,takethat/0.0013964313421256788,hivequeen/0.0017951530866660017
shovelstrike/0.000497725907491633,makemymonstergrow/0.0015339944118774997,jigglephysics/0.0009208193332876189,cruelandunusualdeath/0.001165666846729025,voiceofthelegion/0.0010035939513121312,missionpacksequel/0.0013964313421256788,golfclubbing/0.0017951530866660017
notdistractedbythesexy/0.0004805629451643354,achildshallleadthem/0.0015339944118774997,breatherlevel/0.0009208193332876189,necessarydrawback/0.001165666846729025,globalcurrency/0.0010035939513121312,crapsackworld/0.00138449603150922,leavenosurvivors/0.0016954223596290017
mercyrewarded/0.0004805629451643354,olympusmons/0.0015339944118774997,collectionsidequest/0.0009208193332876189,snipingmission/0.001165666846729025,stocksubtitle/0.0009900318708889943,greaterscopevillain/0.00138449603150922,somebodysetupusthebomb/0.0016954223596290017
fryingpanofdoom/0.0004805629451643354,gaiasvengeance/0.0014792088971675888,inconsistentdub/0.0009110233829334953,molotovcocktail/0.001165666846729025,elementalrockpaperscissors/0.0009900318708889943,abnormalammo/0.0013725607208927612,bleepdammit/0.0016954223596290017
killandreplace/0.0004805629451643354,fisherking/0.0014792088971675888,metalslime/0.0009110233829334953,sentrygun/0.001165666846729025,sortingalgorithmofevil/0.0009900318708889943,punnyname/0.0013725607208927612,outsideride/0.0016954223596290017
thenapoleon/0.0004805629451643354,humanmomnonhumandad/0.0014792088971675888,heknowsabouttimedhits/0.0009110233829334953,nippleanddimed/0.001165666846729025,stonewall/0.0009900318708889943,blatantlies/0.0013725607208927612,invisibilitywithdrawbacks/0.0016954223596290017
compressedhair/0.0004805629451643354,ijustwanttobenormal/0.0014792088971675888,slowpacedbeginning/0.0009110233829334953,takecover/0.0011372359480283172,pinataenemy/0.0009900318708889943,takingyouwithme/0.0013606254102763024,sequelnonentity/0.0016954223596290017
intheback/0.0004805629451643354,stabthesky/0.0014792088971675888,movesetclone/0.0009012274325793717,arrowsonfire/0.0011372359480283172,randomencounters/0.0009764697904658575,backfromthedead/0.0013606254102763024,schrodingerscanon/0.0016954223596290017
iatewhat/0.0004805629451643354,flyingsaucer/0.0014792088971675888,newbieboom/0.0009012274325793717,standardfpsenemies/0.0011372359480283172,thepoweroffriendship/0.0009764697904658575,kickthedog/0.0013606254102763024,louiscypher/0.0016954223596290017
zeropercentapprovalrating/0.0004805629451643354,sadlymythtaken/0.0014792088971675888,sortingalgorithmofweaponeffectiveness/0.0009012274325793717,arbitrarygunpower/0.0011372359480283172,lordbritishpostulate/0.0009764697904658575,idiosyncraticdifficultylevels/0.0013606254102763024,corpseland/0.0016954223596290017
comedyvideogames/0.0004805629451643354,signaturelaugh/0.0014792088971675888,lastlousypoint/0.0009012274325793717,hellisthatnoise/0.0011372359480283172,yougottahavebluehair/0.0009764697904658575,berserkbutton/0.0013486900996598436,targetspotter/0.0016954223596290017
emergencytransformation/0.0004805629451643354,nobletopenforcer/0.0014792088971675888,knifenut/0.0009012274325793717,dirtycop/0.0011372359480283172,hardlevelseasybosses/0.0009764697904658575,andimustscream/0.0013486900996598436,brokenbird/0.0016954223596290017
straightgay/0.0004805629451643354,liveitem/0.0014792088971675888,backgroundmusicoverride/0.0009012274325793717,equipmentupgrade/0.0011372359480283172,sinisterscythe/0.0009764697904658575,earnyourhappyending/0.0013486900996598436,baitandswitchgunshot/0.0016954223596290017
deadpersonimpersonation/0.0004805629451643354,wisebeyondtheiryears/0.0014792088971675888,interquel/0.0009012274325793717,thefederation/0.0011372359480283172,doomedhometown/0.0009764697904658575,videogamesof20102014/0.0013486900996598436,fakerussian/0.0016954223596290017
postclimaxconfrontation/0.0004805629451643354,badasseswearbandanas/0.0014792088971675888,missingsecret/0.000891431482225248,thejoysoftorturingmooks/0.0011088050493276093,solongandthanksforallthegear/0.0009764697904658575,tropenamers/0.0013486900996598436,vomitdiscretionshot/0.0015956916325920016
devilinplainsight/0.0004805629451643354,wingdinglish/0.0014792088971675888,awardbaitsong/0.000891431482225248,heknowstoomuch/0.0011088050493276093,ragtagbunchofmisfits/0.0009764697904658575,downplayedtrope/0.0013486900996598436,badasstransplant/0.0015956916325920016
letusneverspeakofthisagain/0.0004805629451643354,mummy/0.0014792088971675888,camerascrew/0.000891431482225248,batterup/0.0011088050493276093,wrestlerinallofus/0.0009764697904658575,bowdlerise/0.0013367547890433848,holdingbackthephlebotinum/0.0015956916325920016
donotcallmepaul/0.0004805629451643354,makesjustasmuchsenseincontext/0.0014792088971675888,darkactiongirl/0.000891431482225248,cutscenedrop/0.0011088050493276093,criticalhitclass/0.0009629077100427205,continuingispainful/0.0013367547890433848,rightwingmilitiafanatic/0.0015956916325920016
topheavyguy/0.0004805629451643354,heroiclineage/0.0014244233824576781,inexplicabletreasurechests/0.000891431482225248,survivalhorror/0.0011088050493276093,bullfightboss/0.0009629077100427205,nogearlevel/0.001324819478426926,contemplateournavels/0.0015956916325920016
pride/0.0004633999828370377,chickification/0.0014244233824576781,underusedgamemechanic/0.0008816355318711245,nonactionbigbad/0.0011088050493276093,groundpound/0.0009629077100427205,gameover/0.001324819478426926,squadcontrols/0.0015956916325920016
barbrawl/0.0004633999828370377,demonworks/0.0014244233824576781,notcompletelyuseless/0.0008816355318711245,railingkill/0.0011088050493276093,masterofnone/0.0009629077100427205,heroicbsod/0.001324819478426926,thejuggernaut/0.0015956916325920016
heyyou/0.0004633999828370377,coverdrop/0.0014244233824576781,onceperepisode/0.0008816355318711245,equalopportunityevil/0.0011088050493276093,elementalpowers/0.0009629077100427205,latearrivalspoiler/0.001324819478426926,thecasino/0.0015956916325920016
testosteronepoisoning/0.0004633999828370377,treacherousadvisor/0.0014244233824576781,anachronicorder/0.0008816355318711245,nevermesswithgranny/0.0011088050493276093,timestandsstill/0.0009629077100427205,holdtheline/0.0013128841678104672,magicplasticsurgery/0.0015956916325920016
adatewithrosiepalms/0.0004633999828370377,strategyrpg/0.0014244233824576781,dynamicentry/0.0008718395815170009,psychostrings/0.0010803741506269014,dancebattler/0.0009493456296195837,macguffin/0.0013009488571940084,fakedefector/0.0015956916325920016
eeriepaleskinnedbrunette/0.0004633999828370377,becausedestinysaysso/0.0014244233824576781,preorderbonus/0.0008718395815170009,vestigialempire/0.0010803741506269014,bossarenaidiocy/0.0009493456296195837,everythingfades/0.0013009488571940084,cantunhearit/0.0015956916325920016
hauntedhouse/0.0004633999828370377,youremindmeofx/0.0014244233824576781,powercopying/0.0008620436311628772,therewasadoor/0.0010803741506269014,forcedlevelgrinding/0.0009493456296195837,thatoneachievement/0.0013009488571940084,sergeantrock/0.0015956916325920016
