Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17
eternalengine/0.002734129728097157,takethat/0.003221507619213164,gainaxing/0.0022115104483936754,thestinger/0.003914123658182159,barbrawl/0.0009236194687788631,inventorymanagementpuzzle/0.004384162214001918,thelancer/0.0026602005744149914,videogameflamethrowerssuck/0.0033486814566764337,risetothechallenge/0.005936119262032446,ifyouresoevileatthiskitten/0.002820542954518745,sheisallgrownup/0.002769705775517617,multinationalteam/0.0030661410424879547,onewordtitle/0.0043372938055139,noherodiscount/0.0033831406822667043,wizardmode/0.0048928631685507,killsat/0.0050227264046445895,regeneratingshieldstatichealth/0.00378694036453725
vaporware/0.0027023375219564923,gottacatchthemall/0.0032157135407613418,genkigirl/0.002198267870858384,moodwhiplash/0.00384381005953218,blamedforbeingrailroaded/0.0009236194687788631,dialoguetree/0.004332785313056583,sanityslippage/0.0026366589764113186,suicidaloverconfidence/0.0033486814566764337,checkpoint/0.005902391311679989,omnicidalneutral/0.002820542954518745,pregnantbadass/0.0027243007628042137,dirtycommunists/0.003029639363410717,anarmandaleg/0.004198869535125159,inthehood/0.0033428651979540056,hiddentrack/0.004724143748945504,themedic/0.004965432947557389,thefederation/0.00378694036453725
fightinggame/0.00268644141888616,puzzleboss/0.003198331305405875,idontlikethesoundofthatplace/0.0021850252933230925,axcrazy/0.003789121705026641,surroundedbyidiots/0.0009096252344034258,sidequest/0.004315659679408138,badasslongcoat/0.0026131173784076462,greyandgraymorality/0.0033351787088672547,videogameflight/0.0058349354109750754,altitis/0.002761781642966271,thenotloveinterest/0.0027243007628042137,spycatsuit/0.003029639363410717,tragicmonster/0.004152728111662245,solongandthanksforallthegear/0.003262314229328608,fantasticflora/0.004724143748945504,randomnumbergod/0.004755356938237653,alienworks/0.0037515483985135372
crossover/0.0026705453158158278,recurringboss/0.003192537226954053,nodubforyou/0.002171782715787801,violationofcommonsense/0.003789121705026641,flatwhat/0.0009096252344034258,informedequipment/0.004264282778462803,wouldhurtachild/0.0026131173784076462,onehitpolykill/0.003308173213248896,temporaryplatform/0.0055313838578029614,thievesguild/0.002761781642966271,silkhidingsteel/0.0027243007628042137,punchpackingpistol/0.0029931376843334795,thevirus/0.004129657399930788,cantdropthehero/0.003262314229328608,animaljingoism/0.004724143748945504,unstableequilibrium/0.004640770024063252,coolship/0.0036453725004423998
bossonlylevel/0.0026625972642806616,attackitsweakpoint/0.003192537226954053,catgirl/0.002171782715787801,faceheelturn/0.003734433350521102,thenapoleon/0.0008956310000279885,magitek/0.004212905877517468,darkactiongirl/0.0026131173784076462,realisbrown/0.003294670465439717,alliterativetitle/0.005497655907450504,reducedtoratburgers/0.002703020331413797,artisticage/0.00267889575009081,shortrangelongrangeweapon/0.0029931376843334795,alwaysnight/0.004129657399930788,monstercompendium/0.003242176487172258,skillshot/0.004555424329340307,powercopying/0.004640770024063252,cannonfodder/0.0036453725004423998
mercyinvincibility/0.0026625972642806616,damnyoumusclememory/0.0031867431485022306,thepoweroflove/0.002171782715787801,enemymine/0.0037031828622322224,achievementsinignorance/0.0008956310000279885,thechosenone/0.004195780243869024,jigglephysics/0.0026013465794058103,karmameter/0.0032811677176305377,comedyvideogames/0.005497655907450504,sleptthroughtheapocalypse/0.002703020331413797,notallowedtogrowup/0.00267889575009081,concealmentequalscover/0.0029931376843334795,cyberpunk/0.004060445264736417,nonelemental/0.0032220387450159088,themarvelousdeer/0.004555424329340307,damageovertime/0.004583476566976052,overheating/0.003609980534418687
kaizotrap/0.0026546492127454955,chargedattack/0.0031403905208876527,bishonen/0.0021585401382525093,downplayedtrope/0.003664119751871123,iatewhat/0.0008956310000279885,dealwiththedevil/0.004161528976572133,doomedbycanon/0.002554263383398465,healthyself/0.0032541622220121796,minecartmadness/0.00543020000674559,plaguemaster/0.0026442590198613235,accidentalpervert/0.0026334907373774066,politicallyincorrectvillain/0.002956636005256242,canadianmedia/0.004014303841273503,hiddenelfvillage/0.0032019010028595594,beasunhelpfulaspossible/0.004217985490129914,laserblade/0.004583476566976052,killerrobot/0.003609980534418687
thememusicpowerup/0.0026546492127454955,sequencebreaking/0.003018714873399386,pantyshot/0.002145297560717218,greaterscopevillain/0.0035625556649322644,thecuckoolanderwasright/0.0008956310000279885,permadeath/0.004127277709275243,humanoidabomination/0.0025424925843966287,backstab/0.003240659474203,runandgun/0.005227832304630847,newstravelsfast/0.0025854977083088495,parentalbonus/0.0026334907373774066,monumentaldamage/0.0029201343261790044,invisiblewall/0.004014303841273503,bagofsharing/0.0032019010028595594,friendlyplayfuldolphin/0.004217985490129914,tacticalrockpaperscissors/0.0044879874718307166,brainwashed/0.0035745885683949744
americankirbyishardcore/0.0026387531096751632,ruleofcool/0.002943391853525697,youshouldntknowthisalready/0.0020923272505760523,leitmotif/0.0035547430428600445,falsereassurance/0.0008956310000279885,fantasycounterpartculture/0.004024523907384573,thesmartguy/0.002495409388389284,enemychatter/0.0031731457351571045,protagonisttitle/0.005126648453573477,artisticlicensechemistry/0.0025854977083088495,bigbrothermentor/0.0025426807119505995,stunguns/0.002883632647101767,bondoneliner/0.003991233129542047,firsttown/0.0031012122920778123,specialguest/0.004217985490129914,thatoneattack/0.00446888965280165,rockbeatslaser/0.0035745885683949744
climaxboss/0.002591064800464166,difficultyspike/0.002943391853525697,animehair/0.002079084673040761,namestorunawayfromreallyfast/0.003421928467632307,ohnonotagain/0.0008676425312771138,teleportation/0.004007398273736128,honorbeforereason/0.002495409388389284,knighttemplar/0.003132637491729567,wraparound/0.004991736652163648,ironicnickname/0.0025854977083088495,threeamigos/0.0024972756992371957,thosewackynazis/0.0028106292889472917,firstpersonghost/0.003945091706079132,optionalpartymember/0.003081074549921463,reversepsychology/0.003880546650919521,spectacularspinning/0.00446888965280165,ridiculouslyfastconstruction/0.003503804636347549
fakelongevity/0.002583116748929,damselindistress/0.0029375977750738746,interspeciesromance/0.0020525995179701776,blatantlies/0.0033828653572712075,dreadfulmusician/0.0008676425312771138,thecorruption/0.003973147006439238,deadallalong/0.0024836385893874475,blackandgraymorality/0.003119134743920388,flashofpain/0.004924280751458734,acquiredpoisonimmunity/0.002467975085203902,stabthesky/0.0024972756992371957,injuredplayercharacterstage/0.0028106292889472917,geniusloci/0.0038989502826162186,levelupfillup/0.003040799065608764,towersofhanoi/0.003880546650919521,combattentacles/0.00446888965280165,cybercyclops/0.0034684126703238365
jokecharacter/0.002543376491253169,onemanarmy/0.002920215539718408,knightinshiningarmor/0.0020525995179701776,arcwords/0.003328177002765668,ratedmformoney/0.0008676425312771138,doomedhometown/0.0038532675709001232,theguardsmustbecrazy/0.0023777013983709216,thatoneachievement/0.003119134743920388,twoandahalfd/0.004890552801106277,queermedia/0.002467975085203902,characteroverlap/0.0024518706865237923,outofgenreexperience/0.0028106292889472917,solesurvivor/0.0038989502826162186,annoyingarrows/0.003040799065608764,pollywantsamicrophone/0.0037118272313143245,sinisterscythe/0.004449791833772583,religiousandmythologicalthemenaming/0.003433020704300124
ambidextroussprite/0.002535428439718003,actionbomb/0.002902833304362941,onlyonename/0.0020525995179701776,buttmonkey/0.0033203643806934482,fiction500/0.0008676425312771138,achievementsystem/0.003836141937251678,fivemanband/0.002365930599369085,sniperrifle/0.0029571017702102378,autoscrollinglevel/0.00485682485075382,canon/0.002467975085203902,mayflydecemberromance/0.0024518706865237923,fictionalcounterpart/0.0027376259307928166,batterup/0.003875879570884762,mana/0.0030206613234524146,ourtimemachineisdifferent/0.0037118272313143245,swordbeam/0.004430694014743516,robotandaiworks/0.003433020704300124
bigbooshaunt/0.0025036362335773385,gamemod/0.0028854510690074745,theanimeofthegame/0.002026114362899595,redherring/0.0032656760261879094,spottingthethread/0.0008536482969016765,antipoopsocking/0.0037676394026578985,deconstruction/0.002365930599369085,yourheadasplode/0.0029300962745918793,spacezone/0.00485682485075382,fareast/0.002467975085203902,achildshallleadthem/0.0024064656738103886,artisticlicensemilitary/0.0027376259307928166,andthenjohnwasazombie/0.0037605260122274774,hubcity/0.0030005235812960653,licensedpinballtables/0.0037118272313143245,timestandsstill/0.004392498376685382,spacestation/0.003397628738276411
remixedlevel/0.0025036362335773385,macguffin/0.0028796569905556522,necromancer/0.0020128717853643034,earnyourhappyending/0.0032656760261879094,dudenotfunny/0.0008536482969016765,theartifact/0.0036991368680641184,stealthsequel/0.002354159800367249,redshirtarmy/0.0029300962745918793,platformhell/0.004688185098991535,fantasticcastesystem/0.002467975085203902,junkrare/0.0024064656738103886,gunaccessories/0.0027376259307928166,actionsurvivor/0.0037605260122274774,theberserker/0.0030005235812960653,secondpersonnarration/0.0037118272313143245,deathofathousandcuts/0.004373400557656316,unrealisticblackhole/0.003397628738276411
underthesea/0.0024877401305070062,earlygamehell/0.00276956949997103,duelingplayercharacters/0.001999629207829012,zigzaggingtrope/0.0032500507820434695,sayingsoundeffectsoutloud/0.0008396540625262392,wizardneedsfoodbadly/0.0036820112344156733,mookchivalry/0.00231884740336174,amazonbrigade/0.0029165935267827002,rollingattack/0.004553273297581706,anythingthatmoves/0.002409213773651428,darkskinnedredhead/0.0024064656738103886,prettylittleheadshots/0.002701124251715579,manonfire/0.0037143845887645634,mon/0.0028796971283579684,cruelelephant/0.0037118272313143245,lastchancehitpoint/0.004316107100569115,spacepirates/0.003397628738276411
hitboxdissonance/0.0024321037697608433,dembones/0.0027637754215192076,tokenminimoe/0.0019731440527584287,invertedtrope/0.0032500507820434695,offscreeninertia/0.0008396540625262392,artisticlicensebiology/0.0036135086998218932,eyepatchofpower/0.00231884740336174,alwayschaoticevil/0.0028490797877368046,floatingplatforms/0.004485817396876791,lookonmyworksyemightyanddespair/0.002409213773651428,fishingforsole/0.002361060661096985,youareincommandnow/0.002701124251715579,cosmichorrorstory/0.0036682431653016494,allinarow/0.0028796971283579684,giantequalsinvincible/0.0035431078117091276,healingfactor/0.004297009281540048,humansarewhite/0.003326844806228986
stocksubtitle/0.0024082596151553445,thereisnokilllikeoverkill/0.0027405991077119186,parentalabandonment/0.001946658897687846,cuttingoffthebranches/0.0032500507820434695,letusneverspeakofthisagain/0.0008256598281508019,eviltowerofominousness/0.0035792574325250034,lukeiamyourfather/0.002307076604359904,thedreaded/0.002822074292118446,levelgoal/0.004384633545819421,renovatingtheplayerheadquarters/0.002409213773651428,poorpredictablerock/0.0023156556483835814,friendlysniper/0.002701124251715579,improbableaimingskills/0.003552889606644365,thebeastmaster/0.002859559386201619,baseballepisode/0.0033743883921039312,minimecha/0.004297009281540048,cosmeticallydifferentsides/0.003326844806228986
supernotdrowningskills/0.002392363512085012,bowdlerise/0.0026942464800973403,hilarityensued/0.001946658897687846,brainwashedandcrazy/0.00321880029375459,whatcouldpossiblygowrong/0.0008256598281508019,unwinnable/0.0035792574325250034,agodami/0.002307076604359904,standardfpsguns/0.0027680633008817295,puzzleplatformer/0.0043509055954669635,girlswithmoustaches/0.002409213773651428,hopelesssuitor/0.0023156556483835814,railingkill/0.002701124251715579,worksneedingtropes/0.003552889606644365,healinghands/0.00281928390188892,hiddenobjectgame/0.0033743883921039312,statusbuff/0.0041824223673656465,ngosuperpower/0.003326844806228986
nonlinearsequel/0.0023605713059443477,idiosyncraticdifficultylevels/0.0026942464800973403,thepirateswhodontdoanything/0.001946658897687846,screwthisimouttahere/0.00321098767168237,overlynarrowsuperlative/0.0008116655937753645,playeveryday/0.0035621317988765583,thereasonyousuckspeech/0.0022717642073543953,earthshatteringkaboom/0.0027680633008817295,denialofdiagonalattack/0.0043509055954669635,thecitynarrows/0.002350452462098954,ladyandknight/0.0023156556483835814,theallegedcar/0.002701124251715579,neverfoundthebody/0.003483677471449994,traumainn/0.00281928390188892,natureisnotnice/0.003205668972498735,throwingyourswordalwaysworks/0.0041824223673656465,goodcolorsevilcolors/0.003326844806228986
battlethememusic/0.0023526232544091815,arsonmurderandjaywalking/0.0026768642447418736,goingthroughthemotions/0.0019334163201525545,bagofspilling/0.00319536242753793,thatmakesmefeelangry/0.0008116655937753645,cutandpasteenvironments/0.0035621317988765583,centraltheme/0.002259993408352559,grenadelauncher/0.0027680633008817295,portoverdosed/0.0043509055954669635,hundredpercentheroismrating/0.002350452462098954,tomthedarklord/0.002270250635670178,nocommunitieswereharmed/0.002701124251715579,religionofevil/0.0034606067597185374,videogamestealing/0.0027790084175762213,deathbygluttony/0.003205668972498735,attackreflector/0.00416332454833658,herounit/0.0032206689081578483
tacticalsuicideboss/0.002328779099803683,madscientist/0.002636305695579118,artificialhuman/0.001920173742617263,irony/0.0031641119392490508,youfightlikeacow/0.0008116655937753645,pacifistrun/0.0035450061652281136,thechick/0.002248222609350723,reasonableauthorityfigure/0.002714052309645013,bosswarningsiren/0.004317177645114506,goodshepherd/0.002350452462098954,precociouscrush/0.002270250635670178,urbanwarfare/0.0026646225726383414,gonehorriblywrong/0.0033913946245241666,carryabigstick/0.002758870675419872,popupvideogames/0.003205668972498735,armcannon/0.003991444177074978,thealliance/0.0031852769421341354
purposelyoverpowered/0.0023049349451981847,sequentialboss/0.002613129381771829,gracefulloser/0.0019069311650819715,noodleincident/0.003148486695104611,sadist/0.0008116655937753645,omnicidalmaniac/0.0035450061652281136,ambiguoussituation/0.002248222609350723,elaborateundergroundbase/0.002714052309645013,heartsarehealth/0.004283449694762049,andtherewasmuchrejoicing/0.00229169115054648,ragstoroyalty/0.002270250635670178,historicalinjoke/0.0026646225726383414,artificiallimbs/0.0033452532010612526,globalairship/0.002758870675419872,innocentaliens/0.003205668972498735,autorevive/0.003991444177074978,theworldisjustawesome/0.0031852769421341354
aibreaker/0.0022969868936630186,kingmook/0.002613129381771829,deaderthandead/0.0019069311650819715,nonindicativename/0.0031328614509601714,rashomonstyle/0.0008116655937753645,allegedlyfreegame/0.0035107548979312233,lefthanging/0.002248222609350723,cyborg/0.002660041318408296,inconvenientlyplacedconveyorbelt/0.004283449694762049,whatdididolastnight/0.00229169115054648,raisedbygrandparents/0.002270250635670178,gangstastyle/0.002628120893561104,catsaremean/0.003276041065866882,goodmorningcrono/0.002758870675419872,temperceratops/0.003205668972498735,hackandslash/0.003991444177074978,leadthetarget/0.0031852769421341354
