Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38
yourprincessisinanothercastle/0.0019888319437007572,superloser/0.010296010296010296,sensitiveguyandmanlyman/0.004020558733316754,dvdcommentary/0.0008284350467474062,surroundedbyidiots/0.005324011831137403,casttherunnerup/0.006372648189358689,insufferablegenius/0.010143406785589367,futurebadass/0.007089725708972571,noonecouldsurvivethat/0.0022302326184486915,turnedagainsttheirmasters/0.004674680404502958,hollywoodhomely/0.0029303782545724005,eyeglasses/0.005514157973174367,orbitalbombardment/0.0034751181540172366,promotedtoloveinterest/0.007167291089754032,villainepisode/0.005349256702121043,theneidermeyer/0.013256288239292998,bulletproofvest/0.0032996040475142983,specialpersonnormalname/0.004732824427480916,legionofdoom/0.004173441734417345,weightwoe/0.008952837729816147,knighting/0.005534034311012728,hypocriticalhumor/0.007615400978515209,facedoodling/0.0064860740175505536,allmenareperverts/0.00827250608272506,blahblahblah/0.0032591752869491285,flight/0.005963999132509217,magicskirt/0.005881498693000291,tropaholicsanonymous/0.0025564005879721353,waypasttheexpirationdate/0.002729085756271649,deliberatevaluesdissonance/0.010354510354510354,evilisbigger/0.01074938574938575,determinator/0.007193756362402443,bloodknight/0.013592233009708738,hiddeneyes/0.005518234165067178,facialmarkings/0.004662498675426513,badguybar/0.008784258608573436,heroicresolve/0.004221444940296707,toodumbtolive/0.007115466553046442
chaoticgood/0.0019633340982686963,celestialbureaucracy/0.010296010296010296,slashersmile/0.003979109674210396,doesnotlikespam/0.0008284350467474062,genkigirl/0.005324011831137403,actorsharedbackground/0.00606918875177018,outoffocus/0.009968520461699895,journeytothecenterofthemind/0.007089725708972571,slidingscaleofgenderinequality/0.0021783667436010476,planetofhats/0.004674680404502958,vomitindiscretionshot/0.0029303782545724005,scoobydoobydoors/0.005514157973174367,improbablepilotingskills/0.0034751181540172366,revisitingtheroots/0.00700439811044144,genreblindness/0.005224855383467065,thedeadhavenames/0.012236573759347382,hollywoodlaw/0.0031529549787358852,klingonsloveshakespeare/0.004732824427480916,weaksauceweakness/0.004119241192411924,honestjohnsdealership/0.008633093525179856,medievalstasis/0.005257332595462092,actorallusion/0.007402680280791321,shouldntwebeinschoolrightnow/0.0064860740175505536,firstgirlwins/0.00827250608272506,ineedtogoironmydog/0.0032119408625005904,blowyouaway/0.005963999132509217,scaryshinyglasses/0.005808887598024978,artisticlicensereligion/0.002492490573272832,riseofzitboy/0.002729085756271649,hasatype/0.010354510354510354,lensmanarmsrace/0.010135135135135136,evilcounterpart/0.007193756362402443,adaptationexpansion/0.013268608414239482,givingsomeonethepointerfinger/0.005158349328214971,badasscape/0.0045565327964395465,spyspeak/0.008608573436401968,theepic/0.004100832227716802,whatthehellhero/0.006987643800596507
dissonantserenity/0.0019633340982686963,invisiblestreaker/0.010296010296010296,relationshipupgrade/0.003979109674210396,slidingscaleofcontinuity/0.0008284350467474062,passthepopcorn/0.005270233933853187,snarktosnarkcombat/0.005866882460044507,eurekamoment/0.009793634137810424,lotuseatermachine/0.00697350069735007,chaoticevil/0.0021524338061772257,roboticreveal/0.004674680404502958,inmemoriam/0.0028966957458991544,ambiguouslyabsentparent/0.005365126676602086,butwhatabouttheastronauts/0.0034751181540172366,roguesgallerytransplant/0.00700439811044144,letsyouandhimfight/0.005162654724140076,finalsolution/0.012236573759347382,corruptpolitician/0.0030796304443466782,pokeinthethirdeye/0.004732824427480916,voicesaremental/0.004119241192411924,vanillaedition/0.008633093525179856,regionalredecoration/0.005257332595462092,pun/0.007189959583067432,brattyteenagedaughter/0.006358896095637797,homoeroticsubtext/0.00827250608272506,parodyepisode/0.0032119408625005904,continuitycameo/0.005963999132509217,samecontentdifferentrating/0.005736276503049666,onedrinkwillkillthebaby/0.002492490573272832,sobriquetsexswitch/0.002729085756271649,ifyoueverdoanythingtohurther/0.010179010179010179,madeofindestructium/0.010135135135135136,spellmynamewithans/0.007125890736342043,stripperiffic/0.012944983818770227,idolsinger/0.005158349328214971,storybreakerpower/0.0045565327964395465,everycarisapinto/0.008608573436401968,kimanipulation/0.004100832227716802,putonabus/0.00685982104814657
plotarmor/0.0019633340982686963,horrorseries/0.010296010296010296,fancommunitynicknames/0.003979109674210396,spellmynamewithathe/0.0008284350467474062,pilot/0.005270233933853187,buscrash/0.005866882460044507,coolcar/0.009268975166142007,yearinsidehouroutside/0.006741050674105067,bfg/0.0021524338061772257,timeywimeyball/0.0045792787635947334,getout/0.0028966957458991544,grossoutshow/0.005365126676602086,crystalspiresandtogas/0.0034751181540172366,villainswantmercy/0.00700439811044144,ascendedfanboy/0.005162654724140076,bigbadassbattlesequence/0.012236573759347382,victimoftheweek/0.0030796304443466782,magicfromtechnology/0.004732824427480916,gokartingwithbowser/0.0040650406504065045,bigthinshorttrio/0.00847322142286171,thebeastmaster/0.004980630879911455,cloudcuckoolander/0.007147415443522655,thegenericguy/0.006358896095637797,cannotspititout/0.00827250608272506,thethingthatwouldnotleave/0.0031647064380520523,multiarmedanddangerous/0.005963999132509217,filler/0.005591054313099041,dissimile/0.002492490573272832,restaurantowningepisode/0.00262412091949197,surpriseincest/0.009828009828009828,chromaticsuperiority/0.009828009828009828,offmodel/0.006990159484221242,femmefatale/0.0127831715210356,japaneseranguage/0.005158349328214971,energyabsorption/0.0044505669174525805,truthserums/0.008608573436401968,nexttierpowerup/0.003980219515136895,thereveal/0.006689390711546656
offwithhishead/0.0019378362528366354,mustbeinvited/0.010296010296010296,violentlyprotectivegirlfriend/0.003937660615104037,fatandskinny/0.0008284350467474062,drillsergeantnasty/0.0052164560365689705,friendlyfandoms/0.005866882460044507,doublesubversion/0.009181532004197272,clapyourhandsifyoubelieve/0.006508600650860065,talkingisafreeaction/0.0021524338061772257,bizarrealienbiology/0.0045792787635947334,mushroomsamba/0.0028630132372259084,glassshatteringsound/0.005365126676602086,spaceiscold/0.003336113427856547,truertothetext/0.00700439811044144,premortemoneliner/0.005100454064813087,yourterroristsareourfreedomfighters/0.011556764106050306,organtheft/0.0030796304443466782,writtenbythewinners/0.004732824427480916,ambiguouslyhuman/0.004010840108401084,endofseriesawareness/0.008313349320543565,outdatedbycanon/0.004980630879911455,leaningonthefourthwall/0.007019783024888321,genderequalensemble/0.006358896095637797,showsomeleg/0.00827250608272506,terribleintervieweesmontage/0.003070237589154976,combattentacles/0.005855562784645413,grievousharmwithabody/0.005591054313099041,pizzaboyspecialdelivery/0.002492490573272832,thelaststraw/0.00262412091949197,ignorethefanservice/0.009652509652509652,cybercyclops/0.009828009828009828,leitmotif/0.006990159484221242,thestarscream/0.01262135922330097,artisticage/0.005158349328214971,castfromhitpoints/0.0042386351594786474,thecharmer/0.008432888264230498,rivalsteamup/0.003980219515136895,karmahoudini/0.006646783127396676
smartpeopleplaychess/0.0019378362528366354,daywalkingvampire/0.009652509652509652,parentalneglect/0.003937660615104037,magiccountdown/0.0008284350467474062,dopeslap/0.005162678139284754,prisonrape/0.005765729314181671,lefthanging/0.0090066456803078,didyoujustflipoffcthulhu/0.006276150627615063,bashbrothers/0.0021524338061772257,godguise/0.00448387712268651,overprotectivedad/0.0028630132372259084,anthropomorphicfood/0.005365126676602086,aliennoninterferenceclause/0.003336113427856547,deadlydodging/0.0068415051311288486,forscience/0.005100454064813087,thatsanorder/0.011216859279401768,ineversaiditwaspoison/0.002932981375568265,ladyland/0.004580152671755725,familyfriendlyfirearms/0.004010840108401084,yetanotherchristmascarol/0.008313349320543565,accusationfic/0.004980630879911455,grandfinale/0.0068921506062539885,theglassesgottago/0.006358896095637797,sheisallgrownup/0.00827250608272506,sassyblackwoman/0.003023003164706438,heartisanawesomepower/0.005855562784645413,sweettooth/0.00551844321812373,nwordprivileges/0.0024285805585735286,ignorantaboutfire/0.00262412091949197,naivenewcomer/0.009477009477009477,fallingintothecockpit/0.009520884520884522,antivillain/0.006990159484221242,defeatmeansfriendship/0.012459546925566342,goodeyesevileyes/0.005158349328214971,pillaroflight/0.004132669280491681,doesntlikeguns/0.008432888264230498,adaptationexplanationextrication/0.0038596068025569894,hoistbyhisownpetard/0.00651896037494674
duetothedead/0.0019378362528366354,nonhumanloverreveal/0.009652509652509652,laughingmad/0.003937660615104037,popularitypolynomial/0.0008152852841006219,referenceoverdosed/0.005108900242000538,requiredspinoffcrossover/0.005765729314181671,artisticlicensebiology/0.0090066456803078,timeabyss/0.006159925615992562,creepyawesome/0.0021265008687534038,spockspeak/0.00448387712268651,maybemagicmaybemundane/0.0028630132372259084,irisout/0.005216095380029807,robotwar/0.003336113427856547,cantunhearit/0.0068415051311288486,andthisisfor/0.005038253405486098,wearestrugglingtogether/0.011216859279401768,alonewiththepsycho/0.002932981375568265,timetraveltensetrouble/0.004580152671755725,forgotabouthispowers/0.003848238482384824,thicklineanimation/0.008313349320543565,theclan/0.004980630879911455,disproportionateretribution/0.006721974048074878,twoteacherschool/0.006358896095637797,iwantmybelovedtobehappy/0.008029197080291971,vanityplate/0.003023003164706438,compressedadaptation/0.005855562784645413,fanwebcomics/0.005445832123148417,separatedbyacommonlanguage/0.002364670543874225,dreamepisode/0.00262412091949197,eroticeating/0.009477009477009477,chestblaster/0.0085995085995086,bodyhorror/0.006922293858160841,newpowersastheplotdemands/0.012297734627831715,outofclothesexperience/0.005158349328214971,flamingsword/0.004132669280491681,itworksbetterwithbullets/0.008081517919887562,worldsbestwarrior/0.0038596068025569894,titledrop/0.006476352790796762
cartwrightcurse/0.0019123384074045742,furagainstfang/0.009652509652509652,nosocialskills/0.003896211555997679,mrviceguy/0.0007758359961602693,bringmybrownpants/0.005108900242000538,ijustshotmarvinintheface/0.005765729314181671,borrowedcatchphrase/0.0090066456803078,goodthingyoucanheal/0.006159925615992562,scarsareforever/0.0021265008687534038,theslowpath/0.00448387712268651,breadeggsmilksquick/0.0028630132372259084,animateinanimateobject/0.005216095380029807,singlebiomeplanet/0.003336113427856547,evilisnotatoy/0.0068415051311288486,twoguysandagirl/0.004976052746159109,empathydollshot/0.011216859279401768,outlawcouple/0.0028596568411790586,mentaltimetravel/0.004580152671755725,meaninglessvillainvictory/0.003794037940379404,nonsingingvoice/0.008313349320543565,princessclassic/0.004703929164360819,downerending/0.006721974048074878,thecutie/0.006358896095637797,eroticdream/0.007785888077858881,thanksgivingepisode/0.003023003164706438,pantheraawesome/0.005855562784645413,fanficsofthe2000s/0.00522799883822248,bestialityisdepraved/0.002364670543874225,ladiesandgerms/0.00262412091949197,thisisforemphasisbitch/0.009126009126009126,charclone/0.0085995085995086,themole/0.0067186969799796405,hewhofightsmonsters/0.012135922330097087,tsurimeeyes/0.005038387715930902,eyecolourchange/0.004026703401504715,hollywoodhacking/0.008081517919887562,battlestrip/0.0037389940899770838,avertedtrope/0.0063485300383468255
oncemorewithclarity/0.0018868405619725133,supernaturallydeliciousandnutritious/0.009652509652509652,shipsthatpassinthenight/0.003896211555997679,memeticmolester/0.0007758359961602693,disguisedindrag/0.005055122344716322,realsongthemetune/0.005765729314181671,fictionalvideogame/0.0090066456803078,mayflydecemberromance/0.006159925615992562,finalbattle/0.002100567931329582,robotgirl/0.00448387712268651,advertisedextra/0.0028630132372259084,herrdoktor/0.005067064083457526,insaneadmiral/0.003197108701695858,doinginthewizard/0.006678612151816257,badassdecay/0.004976052746159109,militarybrat/0.011216859279401768,baitandswitchgunshot/0.0028596568411790586,stockquotes/0.0044274809160305345,timestandsstill/0.0037398373983739837,unsympatheticcomedyprotagonist/0.008313349320543565,thejoffrey/0.004703929164360819,blatantlies/0.006636885768985322,siblingrivalry/0.006231718173725041,triangrelations/0.007785888077858881,hewhomustnotbeseen/0.003023003164706438,villainforgottolevelgrind/0.005855562784645413,fanvid/0.005155387743247168,gagpenis/0.002364670543874225,kidsshouldntwatchhorrorfilms/0.00262412091949197,hollywoodpudgy/0.009126009126009126,olderandwiser/0.0085995085995086,badassboast/0.0067186969799796405,lukeiamyourfather/0.011812297734627832,sailorfuku/0.004918426103646833,antimagic/0.004026703401504715,blastingitoutoftheirhands/0.007730147575544624,bloodymurder/0.0037389940899770838,batmangambit/0.006305922454196847
wehardlyknewye/0.0018868405619725133,occultblueeyes/0.009652509652509652,longlostrelative/0.003896211555997679,drunkwithpower/0.0007495364708667009,halloweenepisode/0.005055122344716322,productionposse/0.005765729314181671,denserandwackier/0.008919202518363064,fightingfromtheinside/0.00604370060437006,badassindistress/0.002100567931329582,peoplejars/0.00448387712268651,brandx/0.0028293307285526628,iwillshowyoux/0.005067064083457526,holographicterminal/0.003197108701695858,villainesseswantheroes/0.006515719172503665,chekhovsboomerang/0.004851651427505131,colonelbadass/0.01053704962610469,functionaladdict/0.0028596568411790586,facefullofalienwingwong/0.0044274809160305345,unfinisheddub/0.0037398373983739837,shockinglyexpensivebill/0.00815347721822542,youngandincharge/0.004427227448810182,freezeframebonus/0.006551797489895767,childhoodfriends/0.006231718173725041,cantholdhisliquor/0.007785888077858881,startmyown/0.0029285343158093617,powercreeppowerseep/0.005855562784645413,frothymugsofwater/0.005155387743247168,xcalledtheywanttheiryback/0.0023007605291749215,treasurehuntepisode/0.00262412091949197,hollywoodatheist/0.009126009126009126,bifurcatedweapon/0.0085995085995086,andimustscream/0.00665083135391924,datingcatwoman/0.011650485436893204,curtainsmatchthewindow/0.004918426103646833,timemaster/0.003920737522517749,timebomb/0.007730147575544624,elitefour/0.0036183813773971777,idiotball/0.006263314870046869
hesjusthiding/0.0018868405619725133,vampirevannabe/0.009009009009009009,karmahoudiniwarranty/0.0038547624968913205,noyou/0.0007495364708667009,distaffcounterpart/0.005001344447432106,lockedinaroom/0.005765729314181671,identicalgrandson/0.008919202518363064,deaderthandead/0.005927475592747559,dualwielding/0.0020487020564819375,attackpatternalpha/0.004293073840870063,courtroomepisode/0.0028293307285526628,catupatree/0.004769001490312966,spaceclothes/0.003197108701695858,deathbyadaptation/0.006515719172503665,bondoneliner/0.004851651427505131,thegoodcaptain/0.010197144799456152,offthewagon/0.0028596568411790586,deadalternatecounterpart/0.0044274809160305345,youmonster/0.0036856368563685637,friendlytickletorture/0.007993605115907274,lookonmyworksyemightyanddespair/0.004427227448810182,onceperepisode/0.006509253350350989,richindollarspoorinsense/0.006231718173725041,gagboobs/0.007664233576642336,hehhehyousaidx/0.0028812998913608236,supermode/0.005747126436781609,gonk/0.005082776648271856,hotlibrarian/0.0023007605291749215,girlsvsboysplot/0.0025191560827122913,secretrelationship/0.00895050895050895,grandtheftprototype/0.0085995085995086,villainousbreakdown/0.00658296572785884,pyrrhicvictory/0.011488673139158577,noblewomanslaugh/0.0047984644913627635,castfromlifespan/0.003814771643530783,haveyoutoldanyoneelse/0.007554462403373156,mykungfuisstrongerthanyours/0.0036183813773971777,evenevilhasstandards/0.006220707285896889
interruptedsuicide/0.0018613427165404524,supernaturalfiction/0.009009009009009009,sugarandicepersonality/0.0038133134377849624,baitandswitchcomment/0.0007495364708667009,springtimeforhitler/0.0049475665501478895,writtenininfirmity/0.005765729314181671,multipartepisode/0.008831759356418329,ourzombiesaredifferent/0.005927475592747559,nobledemon/0.0020487020564819375,reversepolarity/0.004293073840870063,engineeredpublicconfession/0.0028293307285526628,savingchristmas/0.004769001490312966,commandroster/0.003197108701695858,notquiteflight/0.006352826193191073,carfu/0.004851651427505131,generalfailure/0.010197144799456152,neversuicide/0.0028596568411790586,thiswashistrueform/0.0044274809160305345,friendoridoldecision/0.0036856368563685637,somethingweforgot/0.007673860911270983,prolongedprologue/0.004427227448810182,temptingfate/0.006339076792171878,talkinginyoursleep/0.006231718173725041,eatingtheeyecandy/0.00754257907542579,popculturalosmosis/0.0028340654669122855,theworfbarrage/0.005638690088917805,haircolordissonance/0.004937554458321232,doublestandardrapemaleonmale/0.0023007605291749215,napinducingspeak/0.0025191560827122913,screamingbirth/0.00895050895050895,acecustom/0.008292383292383292,fantasticracism/0.00658296572785884,adaptationdyejob/0.011326860841423949,pastelchalkedfreezeframe/0.0047984644913627635,kickchick/0.003814771643530783,itswhatido/0.007554462403373156,defeatingtheundefeatable/0.0036183813773971777,truecompanions/0.006135492117596932
