Topic 1,Topic 2,Topic 3
climaxboss/0.000764531372755948,noobcave/0.0004894390546410502,gunporn/0.0006857483601669649
bigno/0.0007621861844959604,bullettime/0.0004894390546410502,evilpaysbetter/0.0006857483601669649
fakelongevity/0.0007621861844959604,killsat/0.0004875851188280159,everyoneisbi/0.0006857483601669649
itsawonderfulfailure/0.0007574958079759852,ourzombiesaredifferent/0.00048573118301498163,fixedforwardfacingweapon/0.0006857483601669649
whereitallbegan/0.0007574958079759852,puzzlegame/0.00048573118301498163,cutlexluthoracheck/0.0006857483601669649
evilcounterpart/0.0007574958079759852,randomencounters/0.00048387724720194735,firingonehanded/0.0006758099781355595
rpgelements/0.0007574958079759852,unusableenemyequipment/0.00048202331138891307,mutants/0.0006758099781355595
latearrivalspoiler/0.0007528054314560101,themedic/0.00048202331138891307,firstgirlwins/0.0006758099781355595
jokecharacter/0.0007504602431960226,improvisedweapon/0.00048202331138891307,hovertank/0.0006758099781355595
ambidextroussprite/0.000748115054936035,heavilyarmoredmook/0.00048202331138891307,thrownouttheairlock/0.0006758099781355595
womblevel/0.0007410794901560723,westernrpg/0.0004801693755758788,stupidjetpackhitler/0.0006758099781355595
bigbooshaunt/0.0007387343018960847,walkingshirtlessscene/0.00047646150394981023,theomniscientcouncilofvagueness/0.0006758099781355595
evenevilhasstandards/0.0007387343018960847,mercykill/0.00047646150394981023,politicallycorrecthistory/0.0006758099781355595
remixedlevel/0.0007387343018960847,downerbeginning/0.00047460756813677595,militarymashupmachine/0.0006758099781355595
collectionsidequest/0.0007387343018960847,inventorymanagementpuzzle/0.00047460756813677595,goodgunsbadguns/0.0006758099781355595
underthesea/0.0007340439253761096,myrulesarenotyourrules/0.00047275363232374167,gaiaslament/0.0006658715961041543
bareyourmidriff/0.0007340439253761096,emergencyweapon/0.0004708996965107074,orphanedetymology/0.0006658715961041543
plotcoupon/0.0007340439253761096,artifactofdoom/0.0004708996965107074,thirdoptionadaptation/0.0006658715961041543
minigame/0.0007340439253761096,nooshacompliance/0.0004708996965107074,youarenumber6/0.0006658715961041543
atasteofpower/0.0007340439253761096,fightermagethief/0.0004708996965107074,madlibfantasytitle/0.0006658715961041543
exactwords/0.000731698737116122,wherearetheynowepilogue/0.0004690457606976731,tinyguyhugegirl/0.0006658715961041543
hitpoints/0.0007270083605961468,dialoguetree/0.0004690457606976731,snakesaresinister/0.0006658715961041543
badassboast/0.0007270083605961468,sidequest/0.00046719182488463883,fountainofexpies/0.0006658715961041543
whamshot/0.0007199727958161841,allyourbasearebelongtous/0.00046533788907160455,improperlyplacedfirearms/0.0006658715961041543
hitboxdissonance/0.0007176276075561965,assholevictim/0.00046533788907160455,sssssnaketalk/0.0006658715961041543
stocksubtitle/0.0007105920427762339,randomnumbergod/0.000461630017445536,gangofhats/0.0006658715961041543
sarcasmmode/0.0007105920427762339,informedequipment/0.000461630017445536,explosiveoverclocking/0.0006658715961041543
cloudcuckoolander/0.0007105920427762339,expansionpack/0.000461630017445536,unfriendlyfire/0.0006559332140727489
airbornemook/0.0007059016662562587,obviouslyevil/0.0004597760816325017,tintyrant/0.0006559332140727489
supernotdrowningskills/0.0007059016662562587,heroespreferswords/0.0004597760816325017,warforfunandprofit/0.0006559332140727489
blackcomedy/0.0007012112897362836,videogameflamethrowerssuck/0.0004597760816325017,interactivemovie/0.0006559332140727489
loadbearingboss/0.0006965209132163084,groinattack/0.0004597760816325017,brothersisterteam/0.0006559332140727489
nonlinearsequel/0.0006965209132163084,suicidaloverconfidence/0.0004597760816325017,precursorheroes/0.0006559332140727489
battlethememusic/0.0006941757249563209,greyandgraymorality/0.00045792214581946743,ilovenuclearpower/0.0006559332140727489
balefulpolymorph/0.0006941757249563209,carfu/0.00045792214581946743,arrowcam/0.0006459948320413437
everythingfades/0.0006941757249563209,magitek/0.00045606821000643315,animalthemenaming/0.0006459948320413437
fateworsethandeath/0.0006894853484363457,timetravel/0.00045606821000643315,theusualadversaries/0.0006459948320413437
tacticalsuicideboss/0.0006871401601763581,thechosenone/0.0004542142741933989,fisticuffsboss/0.0006459948320413437
precisionfstrike/0.0006847949719163706,implacableman/0.0004542142741933989,heroiclineage/0.0006360564500099384
savepoint/0.0006847949719163706,retrauxgames/0.0004542142741933989,ladyofblackmagic/0.0006360564500099384
ascendedmeme/0.0006824497836563831,onehitpolykill/0.0004542142741933989,humanaliens/0.0006360564500099384
purposelyoverpowered/0.0006801045953963954,realisbrown/0.0004523603383803646,comicbookfantasycasting/0.0006360564500099384
playingwithatrope/0.0006801045953963954,powercopying/0.0004505064025673303,tractorbeam/0.0006360564500099384
biggood/0.0006777594071364079,anachronicorder/0.0004505064025673303,walkingtank/0.0006360564500099384
aibreaker/0.0006777594071364079,actioncommands/0.0004505064025673303,scarydogmaticaliens/0.0006261180679785331
blandnameproduct/0.0006777594071364079,unstableequilibrium/0.0004505064025673303,gamebooks/0.0006261180679785331
chainsawgood/0.0006754142188764203,karmameter/0.0004505064025673303,talkativeloon/0.0006161796859471278
camerascrew/0.0006730690306164328,welcometocorneria/0.0004505064025673303,blastingitoutoftheirhands/0.0006161796859471278
adaptationexpansion/0.0006730690306164328,interquel/0.0004505064025673303,powertattoo/0.0006161796859471278
undergroundlevel/0.00066603346583647,dealwiththedevil/0.0004505064025673303,dronedeployer/0.0006161796859471278
dungeonbypass/0.00066603346583647,theatoner/0.00044865246675429603,thebattlestar/0.0006161796859471278
tropenamers/0.0006636882775764825,poorcommunicationkills/0.00044679853094126175,hopelesswar/0.0006161796859471278
hijackedbyganon/0.0006636882775764825,magicknight/0.00044679853094126175,instantdeathbullet/0.0006161796859471278
ninjapiratezombierobot/0.0006613430893164948,stupidityistheonlyoption/0.00044679853094126175,tokenheroicorc/0.0006161796859471278
departmentofredundancydepartment/0.0006613430893164948,permadeath/0.00044679853094126175,translatormicrobes/0.0006062413039157225
themole/0.0006613430893164948,healthyself/0.00044679853094126175,constructionandmanagementgames/0.0006062413039157225
showsdamage/0.0006613430893164948,laserblade/0.0004449445951282275,arbitraryminimumrange/0.0006062413039157225
rewardingvandalism/0.0006589979010565073,invincibilitypowerup/0.0004449445951282275,escapepod/0.0006062413039157225
inexplicabletreasurechests/0.0006589979010565073,damageovertime/0.0004449445951282275,workerunit/0.0006062413039157225
sequeldifficultyspike/0.0006589979010565073,backstab/0.0004449445951282275,thedon/0.0006062413039157225
poisonmushroom/0.0006566527127965197,redoniblueoni/0.0004430906593151932,sheisallgrownup/0.0006062413039157225
authorityequalsasskicking/0.0006566527127965197,prequel/0.0004412367235021589,asteroidminers/0.0006062413039157225
itsallupstairsfromhere/0.0006566527127965197,doortobefore/0.00043938278768912464,vicecity/0.0006062413039157225
villainousbreakdown/0.0006566527127965197,enemychatter/0.0004356749160630561,draconicabomination/0.0006062413039157225
amazingtechnicolorbattlefield/0.0006543075245365322,tacticalrockpaperscissors/0.0004356749160630561,shootoutthelock/0.0005963029218843172
contestedsequel/0.0006543075245365322,fantasycounterpartculture/0.0004356749160630561,muggingthemonster/0.0005963029218843172
grievousharmwithabody/0.0006519623362765446,offwithhishead/0.0004356749160630561,silkhidingsteel/0.0005963029218843172
homingprojectile/0.0006519623362765446,spectacularspinning/0.0004338209802500218,actualpacifist/0.0005963029218843172
takenforgranite/0.0006519623362765446,teleportation/0.0004338209802500218,pregnantbadass/0.0005963029218843172
zeroeffortboss/0.000649617148016557,combattentacles/0.0004338209802500218,thenotloveinterest/0.0005963029218843172
therival/0.0006472719597565695,thatoneattack/0.0004338209802500218,boardingparty/0.0005963029218843172
marathonboss/0.0006472719597565695,sinisterscythe/0.0004319670444369875,criticalencumbrancefailure/0.0005963029218843172
breakableweapons/0.0006449267714965819,twentyminutesintothefuture/0.0004319670444369875,nopointsforneutrality/0.0005963029218843172
baitandswitch/0.0006449267714965819,knighttemplar/0.00043011310862395324,mindcontroldevice/0.000586364539852912
bossremix/0.0006425815832365944,thecorruption/0.00043011310862395324,expectingsomeonetaller/0.000586364539852912
wecannotgoonwithoutyou/0.0006425815832365944,swordbeam/0.00043011310862395324,madeofindestructium/0.000586364539852912
getbackhereboss/0.0006402363949766067,thatoneachievement/0.00042825917281091896,grewbeyondtheirprogramming/0.000586364539852912
suddenlyvoiced/0.0006402363949766067,rarecandy/0.00042825917281091896,notallowedtogrowup/0.000586364539852912
floatingcontinent/0.0006355460184566316,blackandgraymorality/0.00042825917281091896,artisticage/0.000586364539852912
junglejapes/0.0006355460184566316,despaireventhorizon/0.0004264052369978847,culturechopsuey/0.000586364539852912
failureistheonlyoption/0.0006355460184566316,timestandsstill/0.0004264052369978847,raptorattack/0.000586364539852912
ridiculouslycutecritter/0.0006332008301966441,fightingyourfriend/0.0004264052369978847,gunsdonotworkthatway/0.0005764261578215066
affablyevil/0.0006332008301966441,bonusstage/0.0004264052369978847,benevolentai/0.0005764261578215066
foregoneconclusion/0.0006308556419366564,deathofathousandcuts/0.0004245513011848504,westernterrorists/0.0005764261578215066
paperthindisguise/0.0006308556419366564,goodoldfisticuffs/0.0004245513011848504,friendlyneighborhoodvampire/0.0005764261578215066
adayinthelimelight/0.0006285104536766689,hellisthatnoise/0.00042084342955878184,codename/0.0005764261578215066
captainersatz/0.0006261652654166813,thebattledidntcount/0.00042084342955878184,donutmesswithacop/0.0005764261578215066
yourprincessisinanothercastle/0.0006261652654166813,tsundere/0.00041898949374574756,sociopathicsoldier/0.0005764261578215066
skippableboss/0.0006261652654166813,lastchancehitpoint/0.00041898949374574756,ahomeownerisyou/0.0005764261578215066
hopespot/0.0006238200771566938,thelancer/0.00041898949374574756,gildedcage/0.0005764261578215066
antihero/0.0006238200771566938,roguelike/0.00041898949374574756,parentalbonus/0.0005764261578215066
nocelebritieswereharmed/0.0006238200771566938,healingfactor/0.0004171355579327133,accidentalpervert/0.0005764261578215066
invokedtrope/0.0006238200771566938,doomedhometown/0.0004171355579327133,baseonwheels/0.0005764261578215066
takeathirdoption/0.0006214748888967061,minimecha/0.0004171355579327133,heromustsurvive/0.0005764261578215066
genreshift/0.0006214748888967061,achievementsystem/0.000415281622119679,theenemyweaponsarebetter/0.0005664877757901014
thebadguywins/0.0006191297006367186,sanityslippage/0.000415281622119679,justplanewrong/0.0005664877757901014
mundaneutility/0.0006191297006367186,swordofplotadvancement/0.0004134276863066447,modularepilogue/0.0005664877757901014
fortheevulz/0.000616784512376731,darkactiongirl/0.0004115737504936104,jackbauerinterrogationtechnique/0.0005664877757901014
lastlousypoint/0.000616784512376731,wouldhurtachild/0.0004115737504936104,dropship/0.0005664877757901014
coversalwayslie/0.000616784512376731,scarechord/0.0004115737504936104,flatearthatheist/0.0005664877757901014
musicalnod/0.0006144393241167435,badasslongcoat/0.0004115737504936104,transhuman/0.0005664877757901014
giantenemycrab/0.0006144393241167435,heknowsabouttimedhits/0.0004097198146805761,noscope/0.0005664877757901014
jerkwithaheartofgold/0.0006097489475967683,jigglephysics/0.0004097198146805761,spacefighter/0.0005664877757901014
nevertrustatrailer/0.0006074037593367808,antipoopsocking/0.0004078658788675418,auravision/0.000556549393758696
polishedport/0.0006050585710767932,statusbuff/0.00040601194305450754,itsprobablynothing/0.000556549393758696
savegamelimits/0.0006050585710767932,sniperrifle/0.00040601194305450754,immersivesim/0.000556549393758696
loadingscreen/0.0006027133828168057,throwingyourswordalwaysworks/0.00040601194305450754,youhavegottobekiddingme/0.000556549393758696
demonicpossession/0.0006027133828168057,attackreflector/0.00040415800724147327,weathercontrolmachine/0.000556549393758696
bigeater/0.000600368194556818,doomedbycanon/0.000402304071428439,apocalypsewow/0.000556549393758696
shockwavestomp/0.0005980230062968305,yourheadasplode/0.000402304071428439,bigbrothermentor/0.000556549393758696
ascendedglitch/0.0005956778180368429,redshirtarmy/0.000402304071428439,pollutedwasteland/0.000556549393758696
numberedsequels/0.0005933326297768554,humanoidabomination/0.0004004501356154047,geneticengineeringisthenewnuke/0.000556549393758696
imahumanitarian/0.0005933326297768554,theartifact/0.0004004501356154047,itwillnevercatchon/0.0005466110117272908
petthedog/0.0005909874415168677,amazonbrigade/0.0004004501356154047,hellishcopter/0.0005466110117272908
sequelnumbersnarl/0.0005909874415168677,leveleditor/0.0003985961998023704,stabthesky/0.0005466110117272908
hammerspace/0.0005909874415168677,wizardneedsfoodbadly/0.0003985961998023704,obligatorywarcrimescene/0.0005466110117272908
palmtreepanic/0.0005909874415168677,publicdomainsoundtrack/0.0003985961998023704,beinggoodsucks/0.0005466110117272908
alljustadream/0.0005909874415168677,videogamelives/0.0003985961998023704,turnbasedtactics/0.0005466110117272908
gratuitousenglish/0.0005886422532568802,stealthbasedgame/0.0003985961998023704,expandeduniverse/0.0005466110117272908
selfdeprecation/0.0005886422532568802,thesmartguy/0.0003930343923632676,hologram/0.0005466110117272908
serialescalation/0.0005862970649968926,honorbeforereason/0.0003930343923632676,artificialgravity/0.0005466110117272908
badassadorable/0.0005862970649968926,gorn/0.0003911804565502333,fixedcamera/0.0005466110117272908
missingsecret/0.0005839518767369051,artisticlicensebiology/0.0003911804565502333,boxedcrook/0.0005466110117272908
impaledwithextremeprejudice/0.0005839518767369051,jumpphysics/0.0003911804565502333,threeamigos/0.0005466110117272908
diechairdie/0.0005839518767369051,alwayschaoticevil/0.0003911804565502333,immortalityimmorality/0.0005366726296958855
takeovertheworld/0.0005839518767369051,deadallalong/0.0003911804565502333,onenationundercopyright/0.0005366726296958855
movesetclone/0.0005839518767369051,copyprotection/0.000389326520737199,characteroverlap/0.0005366726296958855
badboss/0.0005816066884769174,nonlethalko/0.000389326520737199,colorwash/0.0005366726296958855
chestmonster/0.0005816066884769174,thedreaded/0.00038747258492416475,justastupidaccent/0.0005366726296958855
thesmurfetteprinciple/0.0005816066884769174,autorevive/0.00038747258492416475,oldschooldogfight/0.0005366726296958855
marketbasedtitle/0.0005792615002169299,unwinnable/0.00038747258492416475,bioluminescenceiscool/0.0005366726296958855
hardmodeperks/0.0005792615002169299,walljump/0.00038747258492416475,milelongship/0.0005366726296958855
wolfpackboss/0.0005769163119569424,armcannon/0.00038747258492416475,genderisnoobject/0.0005366726296958855
