Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20
incompatibleorientation/0.0038289056148540558,hopelesssuitor/0.0023979921475075793,arsonmurderandjaywalking/0.0054433887569279495,thepigpen/0.0012905623754607307,myfriendsandzoidberg/0.002323406493848087,historicalinjoke/0.0010075202199845254,brainwashed/0.0021145998834112495,shapedlikeitself/0.0030882425316206504,kansairegionalaccent/0.004045358985793464,authorityequalsasskicking/0.0037281037740666974,whipitgood/0.0025572365778551345,overprotectivedad/0.003018495802967987,inmemoriam/0.0030489145571011857,incredibleshrinkingman/0.003876123081816013,fortheevulz/0.0033526363913441025,avertedtrope/0.006813122802637875,bumblingdad/0.00873015873015873,undesirableprize/0.005289885738468049,jackassgenie/0.004959098037553512,
neversuicide/0.0038289056148540558,bridalcarry/0.0023979921475075793,crossover/0.005420549363542237,nohoperrepeat/0.001280237876457045,intergenerationalfriendship/0.0023087938743899233,realitysubtext/0.0010019538099293622,crapsaccharineworld/0.002080309074491067,onlysomanycanadianactors/0.003075938776514592,cutandpastetranslation/0.003949799324711728,whydontyoujustshoothim/0.0037281037740666974,thebrute/0.002543847904672647,bloodfromthemouth/0.0029824181638886883,foreignremake/0.0030489145571011857,settingupdate/0.0038562455275502902,clearmyname/0.0032815198618307427,temptingfate/0.006771515945827872,cantgetawaywithnuthin/0.008403361344537815,dramaticpause/0.0051488221187755675,accessorywearingcartoonanimal/0.004916712584241089,
outlivingonesoffspring/0.0038289056148540558,acupangst/0.0023979921475075793,theditz/0.005367257445642244,bannedepisode/0.001280237876457045,theverse/0.0023087938743899233,dopeslap/0.0009963873998741991,technobabble/0.002080309074491067,friendtoalllivingthings/0.0030513312663024753,cherryblossoms/0.003949799324711728,hostagesituation/0.003702568816710076,thisisadrill/0.0025036818851251843,brothersisterincest/0.002970392284195589,fakegueststar/0.0030195980709752128,ambiguouslyhuman/0.003816490419018844,andimustscream/0.003240881844965966,bewaretheniceones/0.006636293661195365,upperclasstwit/0.008356676003734827,losinghorns/0.0051488221187755675,cartooncreature/0.004916712584241089,
enhancebutton/0.003750229472083082,comingofagestory/0.0023979921475075793,punnyname/0.005298739265485109,helpimstuck/0.001269913377453359,charactertitle/0.002301487564660841,icallitvera/0.000990820989819036,timestandsstill/0.002046018265570885,greenaesop/0.0030513312663024753,furoscene/0.0038860928839905716,falseflagoperation/0.003677033859353455,inthenameofthemoon/0.0024501271923952337,parentsaspeople/0.00293431464511629,bitingthehandhumor/0.0030049398279122265,adaptationalattractiveness/0.0037767353104873978,roaringrampageofrevenge/0.003220562836533577,seriousbusiness/0.0065842850901828625,embarrassingmiddlename/0.008356676003734827,pointandlaughshow/0.0051488221187755675,lionsandtigersandhumansohmy/0.004789556224303819,
beardofsorrow/0.0035404264246938185,chivalrouspervert/0.0023855673177277472,mygodwhathaveidone/0.005260673609842256,squashedflat/0.0012389398804423016,spittake/0.002286874945202677,unspokenplanguarantee/0.0009852545797638728,nobledemon/0.002034587995930824,cardcarryingvillain/0.0030513312663024753,cantcatchup/0.0038860928839905716,necksnap/0.0036514989019968335,elementalpowers/0.002436738519212746,californiadoubling/0.002910262885730091,intoxicationensues/0.00299028158484924,evilknockoff/0.0037767353104873978,heroofanotherstory/0.0032002438281011885,vitriolicbestbuds/0.006563481661777861,britcom/0.008263305322128852,largehamannouncer/0.004937226689236846,ourmermaidsaredifferent/0.004789556224303819,
outwithabang/0.003461750281922845,secondlove/0.0023855673177277472,productplacement/0.005237834216456544,surpriseparty/0.0012286153814386157,badbadacting/0.002279568635473595,powerwalk/0.0009796881697087098,achillesheel/0.002023157726290763,episodetitlecard/0.003026723756090359,sempaikohai/0.003854239663629993,godzillathreshold/0.0036259639446402122,cutemonstergirl/0.0023831838264827955,callingtheoldmanout/0.002886211126343892,getout/0.0029463068556602806,mixandmatchcritters/0.0037369802019559515,fateworsethandeath/0.0031900843238849945,freezeframebonus/0.006293037092512846,schoolplay/0.008216619981325864,deadlygame/0.004937226689236846,wickedwitch/0.004662399864366549,
slutshaming/0.0034092995200755293,cuteclumsygirl/0.002335867998608419,disappeareddad/0.005100797856142274,identicaltwinidtag/0.00121829088243493,rememberthenewguy/0.002264956016015431,iresemblethatremark/0.0009796881697087098,genderbender/0.002023157726290763,theunintelligible/0.002989812490772184,tokenminimoe/0.003790533222908836,fallenhero/0.0036004289872835914,superpoweredevilside/0.00235640648011782,parentalfavoritism/0.002862159366957693,freudianslip/0.0028583573972823617,reptilesareabhorrent/0.003717102647690228,theatoner/0.0031900843238849945,exactwords/0.006220225093095342,sadistteacher/0.008169934640522876,nintendohard/0.004725631259698124,worldoffunnyanimals/0.004620014411054126,
makingloveinallthewrongplaces/0.0033568487582282132,manicpixiedreamgirl/0.002335867998608419,ascendedextra/0.005009440282599428,mondegreen/0.001207966383431244,thejoyofx/0.002257649706286349,understatement/0.0009741217596535467,megacorp/0.0020002971870106416,colorcodedcharacters/0.0029775087356661255,lawofchromaticsuperiority/0.003790533222908836,governmentagencyoffiction/0.0036004289872835914,codragons/0.0022760744410228947,mistakenforcheating/0.002838107607571494,tomboyishname/0.0028583573972823617,cityofadventure/0.003677347539158782,dealwiththedevil/0.0031799248196688,reallife/0.006126609665272837,girlposse/0.008123249299719889,timedmission/0.0045845676400056426,involuntaryshapeshifting/0.00453524350442928,
spyfiction/0.0033568487582282132,firstkiss/0.002298593509268923,grandfinale/0.004986600889213716,grossupcloseup/0.001207966383431244,girlishpigtails/0.0022503433965572668,donotcallmepaul/0.0009685553495983835,screwdestiny/0.0020002971870106416,surprisinglygoodenglish/0.002965204980560067,mukokuseki/0.003790533222908836,mauveshirt/0.0036004289872835914,gottacatchthemall/0.002262685767840407,platoniclifepartners/0.0028140558481852948,recycledsoundtrack/0.0028436991542193754,titlescream/0.003677347539158782,greaterscopevillain/0.0031596058112364116,determinator/0.0061162079510703364,blackandnerdy/0.007936507936507936,nongameplayelimination/0.004514035830159402,stopmotion/0.00453524350442928,
armouredclosetgay/0.0032257218536099236,tookinkytotorture/0.002273743849709259,lovetriangle/0.004948535233570863,hehhehyousaidx/0.0011976418844275583,hugeguytinygirl/0.0022430370868281846,karmahoudiniwarranty/0.0009574225294880572,evilcostumeswitch/0.0019888669173705807,manofathousandvoices/0.002928293715241892,rocketpunch/0.003726826782187679,professionalkiller/0.0036004289872835914,transformationisafreeaction/0.002235908421475432,daddysgirl/0.0027900040887990957,laterinstallmentweirdness/0.0028436991542193754,newseasonnewname/0.0036375924306273357,evenevilhaslovedones/0.0031494463070202176,batmangambit/0.006095404522665335,wildteenparty/0.007889822595704948,episodecodenumber/0.004514035830159402,speciessurname/0.004450472597804433,
theirfirsttime/0.0031994964726862656,hollywoodhomely/0.002273743849709259,parentalabandonment/0.004895243315670869,babysittingepisode/0.0011976418844275583,denserandwackier/0.002228424467370021,childrenareinnocent/0.0009518561194328942,themeninblack/0.0019660063780904593,mediumblending/0.002891382449923717,japanesedelinquents/0.0036949735618271007,isurrendersuckers/0.003549359072570349,kaiju/0.002222519748292944,naivenewcomer/0.0027178488106404984,breakupbreakout/0.0027850661819674295,paletteswap/0.003558082213564443,itspersonal/0.0031088082901554403,surprisinglyrealisticoutcome/0.006043395951652832,countrymatters/0.007749766573295985,kayfabe/0.004443504020313161,lovepotion/0.00440808714449201,
goodpeoplehavegoodsex/0.003094594948991634,smokingiscool/0.002261319019929427,spinoff/0.004834338266642304,truncatedthemetune/0.0011976418844275583,toogoodtolast/0.002228424467370021,showrunner/0.000946289709377731,barehandedbladeblock/0.0019545761084503984,nonhumansidekick/0.0028667749397116,schoolfestival/0.0035994139007453655,aristocratsareevil/0.0035238241152137275,finalbattle/0.002222519748292944,romanticfalselead/0.0027058229309473987,seriesofthe1960s/0.0027557496958414565,broughttoyoubytheletters/0.003558082213564443,thebadguywins/0.0030986487859392463,irony/0.00600178909484283,hairofgoldheartofgold/0.007563025210084034,causticcritic/0.004372972210466921,hauntedhouse/0.00440808714449201,
alonewiththepsycho/0.003094594948991634,buxomisbetter/0.002248894190149595,showwithinashow/0.004811498873256593,electiondayepisode/0.0011976418844275583,protagonisttitle/0.0022211181576409387,outgambitted/0.0009407232993225679,powerperversionpotential/0.0019202852995302158,attentiondeficitoohshiny/0.0028544711846055417,studentcouncilpresident/0.0035994139007453655,tomatointhemirror/0.0035238241152137275,retgone/0.002222519748292944,ineedafreakingdrink/0.0027058229309473987,monochromecasting/0.0027264332097154836,adaptationaljerkass/0.0034785719965015503,stripperiffic/0.0030681702732906634,timeskip/0.005876968524412823,dropincharacter/0.007329598506069094,spanishseries/0.004372972210466921,sentientvehicle/0.004365701691179587,
artisticlicensemilitary/0.0030683695680679764,birdsofafeather/0.0022364693603697627,hilarityensued/0.004720141299713747,youaregrounded/0.0011976418844275583,disguisedindrag/0.0022138118479118566,smallrolebigimpact/0.0009407232993225679,camebackwrong/0.0019202852995302158,narrator/0.0028421674294994833,ecchi/0.0035675606803847867,ascendtoahigherplaneofexistence/0.003447219243143864,dangerousforbiddentechnique/0.002222519748292944,coldbloodedtorture/0.0027058229309473987,replacedthethemetune/0.002653141994400551,contrastingsequelmaincharacter/0.0034586944422358274,lukeiamyourfather/0.0030580107690744694,bilingualbonus/0.005856165096007822,coolteacher/0.00718954248366013,winsbydoingabsolutelynothing/0.004372972210466921,livingshadow/0.004323316237867164,
gayngst/0.0030683695680679764,firstgirlwins/0.002224044530589931,missingmom/0.004598331201656617,hercodenamewasmarysue/0.0011873173854238723,wherearetheynowepilogue/0.0022138118479118566,troublingunchildlikebehavior/0.0009407232993225679,charlesatlassuperpower/0.0018517036816898512,magicskirt/0.002829863674393425,geckoending/0.0035357074600242083,mistreatmentinducedbetrayal/0.0033961493284306215,macrossmissilemassacre/0.0022091310751104565,playedfordrama/0.0026937970512542994,editedforsyndication/0.002623825508274578,namedbytheadaptation/0.003399061779438658,badassboast/0.0030275322564258865,onestevelimit/0.005856165096007822,kidcom/0.006862745098039216,whammy/0.00430244040062068,humanityensues/0.004280930784554741,
lukeyouaremyfather/0.0030159188062206604,dissonantserenity/0.002211619700810099,demotedtoextra/0.004567878677142335,speechimpediment/0.0011873173854238723,wholesomecrossdresser/0.0021845866089955286,fivefivefive/0.0009407232993225679,weirdnesscensor/0.0018402734120497902,negativecontinuity/0.002805256164181308,primarycolorchampion/0.0035357074600242083,thegunslinger/0.003370614371074,acepilot/0.002195742401927969,honeytrap/0.0026697452918681003,thesixties/0.0026091672652115917,completelydifferenttitle/0.003379184225172935,villainwithgoodpublicity/0.003017372752209692,baitandswitch/0.005783353096590318,weightwoe/0.0067226890756302525,rulesspiel/0.00430244040062068,greatbigbookofeverything/0.004196159877929894,
polyamory/0.0029896934252970023,unwantedharem/0.002174345211470603,allthereinthemanual/0.004552652414885194,talkinginyoursleep/0.0011769928864201864,oddnameout/0.0021699739895373643,iconicitem/0.0009184576591019154,horrorseries/0.0018402734120497902,animationageghetto/0.002805256164181308,amechbyanyothername/0.00350385423966363,redrighthand/0.003370614371074,jumpedatthecall/0.002195742401927969,nogooddeedgoesunpunished/0.002645693532481901,hastwomommies/0.0026091672652115917,justeatgilligan/0.0033593066709072116,takingthebullet/0.0029665752311287207,cliffhanger/0.005783353096590318,awfulweddedlife/0.006629318394024276,therunneruptakesitall/0.004231908590774439,samelanguagedub/0.004153774424617471,
teendrama/0.0029896934252970023,gratuitousgerman/0.002174345211470603,comicallymissingthepoint/0.004476521103599488,blahblahblah/0.0011769928864201864,identicalstranger/0.0021626676798082826,homoeroticsubtext/0.0009073248389915891,stabletimeloop/0.0018288431424097295,chewingthescenery/0.00279295240907525,chestblaster/0.0034720010193030515,reconstruction/0.003370614371074,legacycharacter/0.002195742401927969,woundedgazellegambit/0.0026336676527888014,gameshowappearance/0.0026091672652115917,eviloverlord/0.0033593066709072116,redemptionequalsdeath/0.0029462562226963323,heterosexuallifepartners/0.005772951382387818,gagpenis/0.0065826330532212885,asianamericanmedia/0.0041613767809281985,westernanimationofthe1970s/0.004026618064680201,
butchlesbian/0.0029896934252970023,lonelyrichkid/0.002149495551910939,paperthindisguise/0.004423229185699495,screamslikealittlegirl/0.0011666683874165006,insufferablegenius/0.0021626676798082826,murderisthebestsolution/0.000901758428936426,artificialhuman/0.0018174128727696686,dreadfulmusician/0.0027560411437570747,magicmusic/0.0034720010193030515,largeandincharge/0.0033450794137173793,thecaptain/0.0021823537287454812,diedinyourarmstonight/0.002621641773095702,overlynarrowsuperlative/0.0025945090221486055,madeofexplodium/0.0033593066709072116,timetravel/0.0029360967184801382,thosetwoguys/0.005752147953982816,informedjudaism/0.006395891690009337,gameshowwinningscap/0.004090844971081958,caninefiction/0.004026618064680201,
birthdeathjuxtaposition/0.0029634680443733443,goingcommando/0.002124645892351275,idiotball/0.0044003897923137825,somethingweforgot/0.0011666683874165006,thevoiceless/0.0021480550603501184,thetapeknewyouwouldsaythat/0.000901758428936426,ourghostsaredifferent/0.001805982603129608,gonk/0.0027560411437570747,darkmagicalgirl/0.0034082945785818947,thesocialdarwinist/0.0033450794137173793,darkchick/0.0021823537287454812,justfriends/0.0025855641340164033,productionposse/0.002550534292959646,agelift/0.0033394291166414882,nosell/0.0028649801889667785,screwthisimouttahere/0.00564813081195781,anythingthatmoves/0.006395891690009337,confettidrop/0.004090844971081958,alwaysabiggerfish/0.003984232611367778,
narroweditdowntotheguyirecognize/0.0029372426634496867,crashintohello/0.002112221062571443,truecompanions/0.004347097874413789,twotimerdate/0.0011666683874165006,herewegoagain/0.002104217201975626,cartwrightcurse/0.000896192018881263,earthshatteringkaboom/0.001805982603129608,clothingdamage/0.0027437373886510163,yamatonadeshiko/0.003344588137860738,interservicerivalry/0.0033450794137173793,anaxetogrind/0.0021689650555629936,golddigger/0.002573538254323304,prettyinmink/0.002550534292959646,evilgenius/0.0033394291166414882,cainandabel/0.0028345016763181956,groinattack/0.005440096527907799,goth/0.0063025210084033615,shorttitles/0.003949781351389477,mummy/0.003941847158055355,
phonypsychic/0.0029110172825260287,showerscene/0.002112221062571443,redoniblueoni/0.004331871612156648,notallowedtogrowup/0.0011563438884128147,drillsergeantnasty/0.002096910892246544,theboxingepisode/0.000896192018881263,artifactofdoom/0.001805982603129608,pottyemergency/0.0027191298784388996,tsurimeeyes/0.003344588137860738,utopiajustifiesthemeans/0.003319544456360758,colonydrop/0.0021421877091980183,shellshockedveteran/0.002561512374630204,reunionshow/0.002521217806833673,deathbyadaptation/0.0032599188995785957,bloodknight/0.0028243421721020016,insistentterminology/0.005419293099502798,soapboxsadie/0.006069094304388422,eliminationcatchphrase/0.003879249541543236,fakeinteractivity/0.003941847158055355,
