Topic 1,Topic 2,Topic 3
victimoftheweek/0.0005012890289315383,therival/0.0003943258880171489,causticcritic/0.0009612850210087291
bottomlessmagazines/0.0005012890289315383,thestinger/0.00039337570515445697,spanishseries/0.0009612850210087291
deadpersonimpersonation/0.0004981754324785473,evilcounterpart/0.000392425522291765,disembodiedeyebrows/0.0009612850210087291
continuityreboot/0.0004981754324785473,youhaveoutlivedyourusefulness/0.00039147533942907313,verbedtitle/0.0009457804238956851
stabletimeloop/0.0004981754324785473,departmentofredundancydepartment/0.00039147533942907313,dinosaurmedia/0.0009457804238956851
colonydrop/0.0004981754324785473,obfuscatingstupidity/0.00039147533942907313,mexicanseries/0.0009457804238956851
policebrutality/0.0004981754324785473,creatorcameo/0.0003905251565663812,whammy/0.0009457804238956851
fantasticvoyageplot/0.0004981754324785473,antivillain/0.0003895749737036893,rulesspiel/0.0009457804238956851
copshow/0.0004981754324785473,invokedtrope/0.0003895749737036893,muppet/0.0009302758267826411
redshirtarmy/0.0004950618360255564,genresavvy/0.0003895749737036893,thekiddieride/0.0009302758267826411
proprecycling/0.0004950618360255564,wholeepisodeflashback/0.00038862479084099736,celebritylie/0.0009302758267826411
governmentconspiracy/0.0004950618360255564,campgay/0.00038862479084099736,latinlover/0.0009302758267826411
artificialhuman/0.0004950618360255564,earlybirdcameo/0.0003867244251156135,therunneruptakesitall/0.0009302758267826411
aniceperson/0.0004950618360255564,andstarring/0.00038482405939022963,visitbydivorceddad/0.0009302758267826411
ourghostsaredifferent/0.0004919482395725654,flanderization/0.00038482405939022963,sciencemarcheson/0.000914771229669597
artifactofdoom/0.0004919482395725654,ashimself/0.00038387387652753774,academicalphabitch/0.000914771229669597
earthshatteringkaboom/0.0004919482395725654,homage/0.00038387387652753774,bearyfriendly/0.000914771229669597
adaptationalearlyappearance/0.0004888346431195746,mundanemadeawesome/0.00038387387652753774,refugeefromtvland/0.000914771229669597
swissarmyweapon/0.0004888346431195746,meganekko/0.0003829236936648458,asianamericanmedia/0.000914771229669597
jackbauerinterrogationtechnique/0.0004857210466665836,chekhovsgunman/0.0003829236936648458,confettidrop/0.0008992666325565531
nighinvulnerability/0.0004857210466665836,notsoaboveitall/0.00038197351080215385,dumbjock/0.0008992666325565531
animeandmangaofthe1980s/0.0004857210466665836,reallifewritestheplot/0.00038007314507677,gameshowwinningscap/0.0008992666325565531
themedic/0.0004857210466665836,olderthantheylook/0.0003791229622140781,chastetoons/0.0008992666325565531
policeprocedural/0.0004857210466665836,affectionatenickname/0.0003791229622140781,blacksitcom/0.000883762035443509
laserblade/0.0004826074502135927,refugeinaudacity/0.0003781727793513862,wolfman/0.000883762035443509
implacableman/0.0004826074502135927,teammom/0.0003781727793513862,animalgenderbender/0.000868257438330465
villainousrescue/0.0004826074502135927,attackofthe50footwhatever/0.00037722259648869424,shorttitles/0.000868257438330465
warishell/0.0004826074502135927,affectionateparody/0.00037722259648869424,furryfemalemane/0.000868257438330465
startervillain/0.0004826074502135927,downplayedtrope/0.00037722259648869424,betabitch/0.000868257438330465
villainball/0.0004826074502135927,tokenminority/0.00037722259648869424,dragqueen/0.000868257438330465
magicalgirlgenreindex/0.0004794938537606018,unresolvedsexualtension/0.00037627241362600235,celebritytoons/0.000868257438330465
ourzombiesaredifferent/0.0004794938537606018,themovie/0.00037437204790061846,mylocal/0.0008527528412174209
rapidaging/0.0004794938537606018,colourcodedforyourconvenience/0.00037342186503792657,eliminationcatchphrase/0.0008527528412174209
shesamaninjapan/0.0004794938537606018,foregoneconclusion/0.00037342186503792657,nonmammalianhair/0.0008527528412174209
weakbutskilled/0.0004794938537606018,secretkeeper/0.00037342186503792657,nosyneighbor/0.0008527528412174209
yourmindmakesitreal/0.0004794938537606018,didntthinkthisthrough/0.00037247168217523463,liveonstage/0.0008527528412174209
fakedefector/0.0004794938537606018,flashback/0.00037247168217523463,nonstandardgameover/0.000837248244104377
voicesaremental/0.00047638025730761086,antihero/0.0003715214993125427,animalsnottoscale/0.000837248244104377
hotspringsepisode/0.00047638025730761086,seriesofthe1980s/0.00036962113358715885,imnotheretomakefriends/0.000837248244104377
kangaroocourt/0.00047638025730761086,retool/0.00036962113358715885,superpersistentpredator/0.000837248244104377
deadguyjunior/0.00047326666085461996,gilligancut/0.00036962113358715885,mouseworld/0.0008217436469913329
adaptationpersonalitychange/0.00047326666085461996,thedanza/0.0003686709507244669,progressivejackpot/0.0008217436469913329
humansaretherealmonsters/0.00047015306440162906,greeneyedmonster/0.000367720767861775,extravertednerd/0.0008217436469913329
greatoffscreenwar/0.00047015306440162906,brokenpedestal/0.00036677058499908307,speakingsimlish/0.0008217436469913329
otaku/0.00047015306440162906,lethalchef/0.00036487021927369924,highschoolhustler/0.0008062390498782889
facelessgoons/0.00047015306440162906,retcon/0.0003639200364110073,nuclearfamily/0.0007907344527652449
dressingastheenemy/0.00047015306440162906,thecastshowoff/0.00036201967068562346,wrapupsong/0.0007907344527652449
stormingthecastle/0.00047015306440162906,willtheyorwontthey/0.00036201967068562346,muppetcameo/0.0007907344527652449
armcannon/0.0004670394679486381,takeathirdoption/0.0003610694878229315,neverworkwithchildrenoranimals/0.0007907344527652449
dwindlingparty/0.0004670394679486381,evillaugh/0.0003591691220975477,basedonatruestory/0.0007907344527652449
conspiracythriller/0.0004670394679486381,bowdlerise/0.0003591691220975477,vainsorceress/0.0007752298556522009
legionofdoom/0.0004670394679486381,everyonehasstandards/0.0003591691220975477,gravityisaharshmistress/0.0007752298556522009
poweredbyaforsakenchild/0.0004670394679486381,visualpun/0.0003591691220975477,hellhound/0.0007752298556522009
henshinhero/0.0004639258714956472,crazyprepared/0.00035821893923485573,inexplicablytailless/0.0007752298556522009
harmlessfreezing/0.0004639258714956472,twodvisualsthreedeffects/0.00035821893923485573,lostworld/0.0007752298556522009
mindovermatter/0.0004639258714956472,worthyopponent/0.00035821893923485573,heyitsthatsound/0.0007752298556522009
kidappealcharacter/0.00046081227504265624,stylisticsuck/0.00035726875637216384,featherfingers/0.0007752298556522009
omnicidalmaniac/0.00046081227504265624,villainousbreakdown/0.00035726875637216384,speedround/0.0007752298556522009
invisibility/0.00046081227504265624,contrivedcoincidence/0.00035536839064677996,flintstonetheming/0.0007752298556522009
nothingisscarier/0.00046081227504265624,welldonesonguy/0.00035441820778408807,whowantstobewhowantstobeamillionaire/0.0007752298556522009
elaborateundergroundbase/0.00045769867858966534,lefthanging/0.0003525178420587042,nicejewishboy/0.0007597252585391568
deflectorshields/0.00045769867858966534,nonamegiven/0.0003525178420587042,beeafraid/0.0007597252585391568
promotedfanboy/0.00045769867858966534,belligerentsexualtension/0.0003515676591960123,mimeandmusiconlycartoon/0.0007442206614261129
powerglows/0.00045769867858966534,promotiontoopeningtitles/0.00035061747633332034,sassysecretary/0.0007442206614261129
superprototype/0.00045769867858966534,damselindistress/0.0003487171106079365,hippieteacher/0.0007287160643130688
childsoldiers/0.00045769867858966534,insanetrolllogic/0.00034776692774524456,themeanbrit/0.0007287160643130688
satan/0.00045769867858966534,specialguest/0.0003468167448825527,realityshow/0.0007287160643130688
surpriseincest/0.00045769867858966534,bigbrotherinstinct/0.0003468167448825527,lisfordyslexia/0.0007287160643130688
designatedgirlfight/0.00045769867858966534,pantyshot/0.0003449163791571688,villainexclusivityclause/0.0007132114672000248
heartisanawesomepower/0.00045769867858966534,neversaydie/0.0003449163791571688,eatthat/0.0007132114672000248
neversuicide/0.00045458508213667444,previouslyon/0.0003449163791571688,readthefreakingmanual/0.0007132114672000248
authorityequalsasskicking/0.00045458508213667444,policeareuseless/0.0003439661962944769,mirrormonster/0.0007132114672000248
publicdomainartifact/0.00045458508213667444,expositorythemetune/0.0003439661962944769,bathsarefun/0.0007132114672000248
outlivingonesoffspring/0.00045458508213667444,zigzaggingtrope/0.0003439661962944769,unwinnablebydesign/0.0006977068700869807
incompatibleorientation/0.00045458508213667444,bettyandveronica/0.00034301601343178495,suddendeath/0.0006977068700869807
invisibletonormals/0.00045458508213667444,sitcomarchnemesis/0.00034301601343178495,nationalanimalstereotypes/0.0006977068700869807
whydontyoujustshoothim/0.00045458508213667444,outoffocus/0.00034301601343178495,murderousmannequin/0.0006977068700869807
themultiverse/0.0004514714856836835,yandere/0.000342065830569093,anthropomorphicshift/0.0006977068700869807
hostagesituation/0.0004514714856836835,toilethumour/0.0003411156477064011,givegeeksachance/0.0006977068700869807
relatedintheadaptation/0.0004514714856836835,notsodifferentremark/0.0003411156477064011,dreamland/0.0006977068700869807
forgotabouthispowers/0.0004514714856836835,generationxerox/0.0003411156477064011,inwiththeincrowd/0.0006977068700869807
wewillmeetagain/0.0004483578892306926,teacherstudentromance/0.00034016546484370917,whitedwarfstarlet/0.0006977068700869807
blobmonster/0.0004483578892306926,malegaze/0.00033921528198101723,slidingscaleofanimalcast/0.0006822022729739368
deathischeap/0.0004483578892306926,smallnamebigego/0.00033921528198101723,theonewhowearsshoes/0.0006822022729739368
tykebomb/0.0004483578892306926,birthdayepisode/0.00033826509911832534,duelingworks/0.0006822022729739368
battleaura/0.0004483578892306926,storyarc/0.00033826509911832534,headlesshorseman/0.0006822022729739368
superrobotgenre/0.0004483578892306926,thestarscream/0.0003373149162556334,tweendrama/0.0006822022729739368
falseflagoperation/0.0004483578892306926,coolbigsis/0.00033636473339294145,biglittlebrother/0.0006822022729739368
peoplepuppets/0.0004483578892306926,distaffcounterpart/0.00033636473339294145,ourgeniesaredifferent/0.0006822022729739368
physicalgod/0.0004483578892306926,ambiguouslybrown/0.00033636473339294145,whitegloves/0.0006666976758608928
cerebusrollercoaster/0.0004452442927777017,unusualeuphemism/0.00033541455053024956,savagewolves/0.0006666976758608928
powercopying/0.0004452442927777017,overlylonggag/0.0003344643676675576,suckyschool/0.0006666976758608928
necksnap/0.0004452442927777017,suspiciouslyspecificdenial/0.00033351418480486567,argentineseries/0.0006666976758608928
nosebleed/0.0004452442927777017,namestorunawayfromreallyfast/0.00033351418480486567,imprinting/0.0006666976758608928
redandblackandevilallover/0.0004452442927777017,unusuallyuninterestingsight/0.0003325640019421738,invisiblestreaker/0.0006666976758608928
bishiesparkle/0.0004452442927777017,animesque/0.0003325640019421738,bandtoon/0.0006666976758608928
enhancebutton/0.0004452442927777017,tropenamers/0.00033161381907948184,mysterybox/0.0006511930787478487
geniusloci/0.0004421306963247107,crouchingmoronhiddenbadass/0.00033066363621678995,showthefolksathome/0.0006511930787478487
teleportation/0.0004421306963247107,mybelovedsmother/0.00033066363621678995,dumbassteenageson/0.0006511930787478487
flashstep/0.0004421306963247107,interspeciesromance/0.00033066363621678995,coolkidandloserfriendship/0.0006511930787478487
godzillathreshold/0.0004421306963247107,fakingthedead/0.000329713453354098,theowlknowingone/0.0006511930787478487
mindcontrol/0.0004390170998717198,tookalevelinjerkass/0.000329713453354098,hippieparents/0.0006511930787478487
adaptationalwimp/0.0004390170998717198,noholdsbarredbeatdown/0.000329713453354098,fullboaraction/0.0006356884816348048
professionalkiller/0.0004390170998717198,distractedbythesexy/0.000329713453354098,lifelines/0.0006356884816348048
fallenhero/0.0004390170998717198,shecleansupnicely/0.00032781308762871417,magiciansarewizards/0.0006356884816348048
makingasplash/0.0004390170998717198,abhorrentadmirer/0.00032781308762871417,pantslessmalesfullydressedfemales/0.0006356884816348048
mauveshirt/0.0004390170998717198,artisticlicensebiology/0.00032781308762871417,humanoidfemaleanimal/0.0006356884816348048
empathicweapon/0.0004390170998717198,squick/0.00032781308762871417,exitpursuedbyabear/0.0006201838845217607
governmentagencyoffiction/0.0004390170998717198,anachronismstew/0.0003268629047660222,spikyhair/0.0006201838845217607
ijustwanttobespecial/0.0004359035034187289,parentalsubstitute/0.0003268629047660222,hopelessauditionees/0.0006201838845217607
youarenumbersix/0.0004359035034187289,discussedtrope/0.0003259127219033303,eliminationhoudini/0.0006201838845217607
yoursizemayvary/0.0004359035034187289,gonehorriblyright/0.0003249625390406384,realitytvshowmansion/0.0006046792874087167
thevirus/0.0004359035034187289,gadgeteergenius/0.0003249625390406384,deadunicorntrope/0.0006046792874087167
thiscannotbe/0.0004359035034187289,breatherepisode/0.00032401235617794644,makeovermontage/0.0006046792874087167
mechaexpansionpack/0.0004359035034187289,frombadtoworse/0.00032401235617794644,chupacabra/0.0006046792874087167
phenotypestereotype/0.0004359035034187289,alliterativetitle/0.00032401235617794644,roadrunnervscoyote/0.0006046792874087167
combattentacles/0.0004359035034187289,nicejobfixingitvillain/0.00032116180758987067,irishmedia/0.0006046792874087167
isurrendersuckers/0.00043278990696573797,deconstruction/0.00032116180758987067,italianseries/0.0006046792874087167
yearinsidehouroutside/0.00043278990696573797,backforthefinale/0.00032116180758987067,unexpectedlyobscureanswer/0.0006046792874087167
xtremekoolletterz/0.00042967631051274706,coolandunusualpunishment/0.0003202116247271787,monsterroommate/0.0006046792874087167
allmythsaretrue/0.00042967631051274706,theplace/0.0003202116247271787,thehunterbecomesthehunted/0.0006046792874087167
aristocratsareevil/0.00042967631051274706,lawyerfriendlycameo/0.0003202116247271787,daddydidntshow/0.0006046792874087167
roguesgallery/0.00042967631051274706,shaggydogstory/0.00031926144186448683,isntitironic/0.0006046792874087167
truertothetext/0.00042967631051274706,notwhatitlookslike/0.0003183112590017949,hairraisinghare/0.0005891746902956727
zeerust/0.00042967631051274706,geniusditz/0.0003183112590017949,prehistoricmonster/0.0005891746902956727
tomatointhemirror/0.00042967631051274706,oohmeaccentsslipping/0.0003183112590017949,felinefiction/0.0005891746902956727
coolstarship/0.00042656271405975616,captainersatz/0.000317361076139103,hellevator/0.0005891746902956727
senselesssacrifice/0.00042656271405975616,easilyforgiven/0.000317361076139103,doublethedollars/0.0005891746902956727
absurdlysharpblade/0.0004234491176067652,soundtrackdissonance/0.00031641089327641105,vaporware/0.0005891746902956727
rippleeffectproofmemory/0.0004234491176067652,handwave/0.00031641089327641105,animaljingoism/0.0005891746902956727
lightningbruiser/0.0004234491176067652,iwantmybelovedtobehappy/0.00031641089327641105,onemillionbc/0.0005891746902956727
cloningblues/0.0004234491176067652,punctuatedforemphasis/0.0003154607104137191,curseescapeclause/0.0005891746902956727
