Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12
worldofbadass/0.000977114939573155,thegoodcaptain/0.002639450994193208,bringmybrownpants/0.0013119734843253694,nightmarefuelstationattendant/0.0006311886070456428,friendlyfandoms/0.0016612247236065761,notquitedead/0.0015903574119025697,psychicassistedsuicide/0.0014620773682607372,creditspushback/0.001911790858972079,cantcatchup/0.0015412977122306506,titledrop/0.002463134013936153,cannotspititout/0.002222294846236805,similarsquad/0.0013308707697321962
duetothedead/0.000977114939573155,donotgogentle/0.002639450994193208,violentlyprotectivegirlfriend/0.0013119734843253694,faintinshock/0.0006180388443988586,governmentagencyoffiction/0.0016612247236065761,twogirlstoateam/0.0015903574119025697,painfultransformation/0.0014620773682607372,bodywipe/0.001911790858972079,namedbytheadaptation/0.0015412977122306506,avertedtrope/0.002414519526818992,sheisallgrownup/0.002222294846236805,absurdphobia/0.0013308707697321962
weakbutskilled/0.0009642581640524556,thepurge/0.002639450994193208,parentalneglect/0.0013119734843253694,araresentence/0.0006180388443988586,halfarcseason/0.0016325829180271524,titlethemetune/0.0015903574119025697,bizarrealienbiology/0.0014620773682607372,dancepartyending/0.001911790858972079,squishywizard/0.0015412977122306506,temptingfate/0.002414519526818992,genreshift/0.002222294846236805,perfectlycromulentword/0.0013308707697321962
peoplepuppets/0.0009642581640524556,trucezone/0.002639450994193208,referenceoverdosed/0.0013119734843253694,theendorisit/0.0006180388443988586,realsongthemetune/0.0016325829180271524,allyourbasearebelongtous/0.0015736168075667532,timeywimeyball/0.0014620773682607372,thepigpen/0.0018673306064378445,remakecameo/0.0015412977122306506,batmangambit/0.0023983146977799383,homoeroticsubtext/0.002222294846236805,mondegreen/0.0013308707697321962
lawfulevil/0.0009642581640524556,fourstarbadass/0.0025514692943867674,halloweenepisode/0.0012981632371219444,cluckingfunny/0.0006180388443988586,writtenininfirmity/0.0016325829180271524,inmediasres/0.0015736168075667532,humansaretherealmonsters/0.0014316174230886384,youneedabreathmint/0.0018673306064378445,recursiveadaptation/0.0015412977122306506,idiotball/0.0023821098687408847,stealthhibye/0.002222294846236805,sadistshow/0.0013308707697321962
cartwrightcurse/0.0009642581640524556,somebodysetupusthebomb/0.0025514692943867674,disguisedindrag/0.0012981632371219444,billbilljunkbill/0.0006180388443988586,prisonrape/0.0016325829180271524,multipledemographicappeal/0.0015568762032309366,ascendtoahigherplaneofexistence/0.0014316174230886384,hartmanhips/0.0018673306064378445,swissarmyweapon/0.0015110761884614221,breakingthefourthwall/0.002365905039701831,towngirls/0.002222294846236805,mistakenforpedophile/0.0013308707697321962
tykebomb/0.0009514013885317562,grandtheftprototype/0.002463487594580327,longlostrelative/0.0012981632371219444,worthlessyellowrocks/0.0006180388443988586,ijustshotmarvinintheface/0.0016325829180271524,humongousmecha/0.0015568762032309366,mindovermatter/0.0014316174230886384,scarystingingswarm/0.0018673306064378445,darkchick/0.0015110761884614221,hilarityensued/0.002365905039701831,firstgirlwins/0.002222294846236805,inherentlyfunnywords/0.0013037101417784779
thepowerofhate/0.0009514013885317562,charclone/0.002463487594580327,nosocialskills/0.0012981632371219444,nevertrustatitle/0.0006180388443988586,ithasbeenanhonor/0.0016325829180271524,voluntaryshapeshifting/0.0015568762032309366,peoplejars/0.0014316174230886384,animatedsitcom/0.0018673306064378445,personalitypowers/0.0014808546646921938,evenevilhasstandards/0.002365905039701831,chronicherosyndrome/0.0021896140396744992,cantgetawaywithnothing/0.0013037101417784779
wehardlyknewye/0.0009514013885317562,bifurcatedweapon/0.002463487594580327,shipsthatpassinthenight/0.0012981632371219444,foreignqueasine/0.0006180388443988586,requiredspinoffcrossover/0.0016325829180271524,backforthefinale/0.0015568762032309366,didyoujustscamcthulhu/0.0014316174230886384,stickysituation/0.0018673306064378445,arcfatigue/0.0014808546646921938,christmasepisode/0.0023497002106627773,pragmaticadaptation/0.0021896140396744992,hurricaneofeuphemisms/0.0013037101417784779
hesjusthiding/0.0009514013885317562,olderandwiser/0.002463487594580327,distaffcounterpart/0.0012843529899185194,deniedfoodaspunishment/0.0006180388443988586,productionposse/0.0016325829180271524,barbiedollanatomy/0.0015401355988951201,toospicyforyogsothoth/0.0014316174230886384,grossupcloseup/0.00182287035390361,laserblade/0.0014808546646921938,truecompanions/0.002333495381623724,takingyouwithme/0.0021896140396744992,readingthestagedirectionsoutloud/0.0012765495138247597
nonactionguy/0.0009514013885317562,chestblaster/0.002463487594580327,karmahoudiniwarranty/0.0012843529899185194,bizarrchitecture/0.0006180388443988586,macgyvering/0.0016325829180271524,defictionalization/0.0015401355988951201,spockspeak/0.0014316174230886384,foodfight/0.00182287035390361,gottacatchthemall/0.0014506331409229654,allthereinthemanual/0.002333495381623724,adaptedout/0.0021896140396744992,magicrealism/0.0012765495138247597
oncemorewithclarity/0.0009514013885317562,walkingarmory/0.002375505894773887,uglyguyhotwife/0.0012705427427150947,gotvolunteered/0.0006180388443988586,lockedinaroom/0.0016325829180271524,heroeswantredheads/0.0015401355988951201,godguise/0.0014316174230886384,vacationepisode/0.00182287035390361,scarfofasskicking/0.0014204116171537369,tookalevelinbadass/0.0023172905525846704,bishonen/0.0021569332331121934,gleefulandgrumpypairing/0.0012765495138247597
achillesheel/0.0009514013885317562,mightywhitey/0.002375505894773887,springtimeforhitler/0.0012705427427150947,fivesecondforeshadowing/0.0006048890817520744,thewikirule/0.0016039411124477286,aliensspeakingenglish/0.0015401355988951201,theslowpath/0.0014316174230886384,bythelightsoftheireyes/0.00182287035390361,camebackstrong/0.0014204116171537369,petthedog/0.0023172905525846704,iwantmybelovedtobehappy/0.0021569332331121934,informedjudaism/0.0012493888858710414
barehandedbladeblock/0.0009385446130110569,godsaveusfromthequeen/0.002375505894773887,sugarandicepersonality/0.0012705427427150947,misterseahorse/0.0006048890817520744,narroweditdowntotheguyirecognize/0.0016039411124477286,animatedadaptation/0.0015233949945593036,robotgirl/0.0014316174230886384,notwearingpantsdream/0.0017784101013693758,nothissled/0.0014204116171537369,kickthedog/0.0023010857235456167,bonusmaterial/0.0021569332331121934,crazycatlady/0.0012493888858710414
interruptedsuicide/0.0009385446130110569,achildshallleadthem/0.002375505894773887,identicalstranger/0.0012705427427150947,testosteronepoisoning/0.0006048890817520744,shoooutthenewguy/0.0016039411124477286,eyecatch/0.0015233949945593036,stabletimeloop/0.0014011574779165398,conveyorbeltodoom/0.0017784101013693758,empathicweapon/0.0014204116171537369,thereasonyousuckspeech/0.002284880894506563,trainingfromhell/0.002091571619987581,dreamwithinadream/0.0012493888858710414
alwayssavethegirl/0.0009385446130110569,acecustom/0.002375505894773887,inelegantblubbering/0.0012567324955116697,rememberwhenyoublewupasun/0.0006048890817520744,surpriseincest/0.0016039411124477286,baitandswitchcredits/0.0015233949945593036,happinessinslavery/0.0014011574779165398,iamnotweasel/0.0017784101013693758,adaptationalniceguy/0.0014204116171537369,exactwords/0.0022524712364284556,cantholdhisliquor/0.002091571619987581,analogybackfire/0.0012493888858710414
sympathyforthedevil/0.0009385446130110569,therevolutionwillnotbevilified/0.0022875241949674467,brainbleach/0.0012567324955116697,gotmedoingit/0.0006048890817520744,fakeoutmakeout/0.001575299306868305,revengebeforereason/0.0015233949945593036,theunmasquedworld/0.0014011574779165398,ideabulb/0.0017784101013693758,onlythechosenmaywield/0.0014204116171537369,actiongirl/0.002236266407389402,surprisinglygoodenglish/0.002091571619987581,vetinarijobsecurity/0.0012493888858710414
redshirtarmy/0.0009256878374903575,propheteyes/0.0022875241949674467,thepirateswhodontdoanything/0.0012567324955116697,killerapp/0.0006048890817520744,faircop/0.001575299306868305,charactertitle/0.001506654390223487,donottauntcthulhu/0.0014011574779165398,youmeddlingkids/0.0017784101013693758,masterofillusion/0.0014204116171537369,stealthpun/0.002236266407389402,eroticdream/0.002091571619987581,plotallergy/0.0012493888858710414
bottomlessmagazines/0.0009256878374903575,attackdrone/0.0022875241949674467,iresemblethatremark/0.0012567324955116697,planetofsteves/0.0005917393191052901,ignorethefanservice/0.001575299306868305,skywardscream/0.001506654390223487,unfazedeveryman/0.0013706975327444412,blackbeadeyes/0.0017784101013693758,redemptiondemotion/0.0013901900933845084,enemymine/0.002236266407389402,triangrelations/0.002091571619987581,theunfairsex/0.0012493888858710414
cooldownhug/0.0009256878374903575,gunshiprescue/0.0022875241949674467,freakout/0.0012429222483082447,eequalsmchammer/0.0005917393191052901,mcleaned/0.001575299306868305,wouldnthitagirl/0.001506654390223487,telepathy/0.0013706975327444412,squirrelsinmypants/0.0017784101013693758,combiningmecha/0.0013901900933845084,bewaretheniceones/0.0022200615783503483,ijustwanttohavefriends/0.002091571619987581,unseennomore/0.0012493888858710414
psychoticsmirk/0.0009256878374903575,mycountryrightorwrong/0.0022875241949674467,notevenbotheringwiththeaccent/0.0012429222483082447,catchphraseinterruptus/0.0005917393191052901,uncomfortableelevatormoment/0.0015466575012888812,alternateuniverse/0.001506654390223487,reversepolarity/0.0013706975327444412,parodynames/0.0017784101013693758,relatedintheadaptation/0.0013901900933845084,mygodwhathaveidone/0.0022200615783503483,gagboobs/0.0020588908134252753,superocd/0.001222228257917323
femalegaze/0.0009256878374903575,dontmakemedestroyyou/0.0022875241949674467,intoxicationensues/0.0012291120011048199,unwantedrescue/0.0005917393191052901,eroticeating/0.0015466575012888812,scenerycensor/0.001506654390223487,attackpatternalpha/0.0013706975327444412,musicalworldhypotheses/0.0017339498488351413,eleventhhoursuperpower/0.0013901900933845084,freudianexcuse/0.0022038567493112946,muggingthemonster/0.0020588908134252753,screwpolitenessimasenior/0.001222228257917323
teampet/0.0009256878374903575,commandingcoolness/0.0022875241949674467,iconicitem/0.0012291120011048199,satan/0.0005917393191052901,sherlockscan/0.0015466575012888812,fanficfuel/0.0014899137858876705,restrainingbolt/0.0013706975327444412,suckecheeses/0.0017339498488351413,nonserialmovie/0.0013901900933845084,onlysaneman/0.0021714470912331876,whatdoessheseeinhim/0.0020588908134252753,statusquogameshow/0.001222228257917323
harmfultominors/0.000912831061969658,mechashow/0.0021995424951610065,stocksoundeffects/0.0012291120011048199,bathos/0.0005917393191052901,recklessgunusage/0.0015466575012888812,badboss/0.0014899137858876705,hell/0.0013706975327444412,producepelting/0.0017339498488351413,functionalmagic/0.0013901900933845084,bigno/0.0021714470912331876,blackandgraymorality/0.0020588908134252753,thebet/0.001222228257917323
necklift/0.000912831061969658,friendlyneighborhoodvampire/0.0021995424951610065,smallrolebigimpact/0.0012291120011048199,operationblank/0.0005917393191052901,promotedfanboy/0.0015466575012888812,rapunzelhair/0.0014899137858876705,undeadtaxexemption/0.0013706975327444412,outofcontexteavesdropping/0.0017339498488351413,wakeupgotoschoolsavetheworld/0.0013901900933845084,comicallymissingthepoint/0.002155242262194134,eatingtheeyecandy/0.0020262100068629695,twotimerdate/0.001222228257917323
motiverant/0.000912831061969658,undeadchild/0.0021995424951610065,distantfinale/0.0012291120011048199,genrethrowback/0.0005917393191052901,naivenewcomer/0.0015466575012888812,rearrangethesong/0.001473173181551854,allmythsaretrue/0.0013706975327444412,gasshole/0.001689489596300907,singlestrokebattle/0.00135996856961528,surprisinglyrealisticoutcome/0.002155242262194134,cainandabel/0.0020262100068629695,thebgrade/0.001222228257917323
codragons/0.000912831061969658,reassignmentbackfire/0.0021995424951610065,artisticlicensegeography/0.0012291120011048199,accidentallycorrectwriting/0.0005917393191052901,makeitlooklikeanaccident/0.0015180156957094574,understatement/0.001473173181551854,notthefallthatkillsyou/0.0013706975327444412,bigballofviolence/0.001689489596300907,fightermagethief/0.00135996856961528,laserguidedkarma/0.0021390374331550803,unholymatrimony/0.0020262100068629695,prowrestlingepisode/0.0011950676299636047
benevolentboss/0.000912831061969658,thecoup/0.0021995424951610065,cutenessproximity/0.0012291120011048199,smarterthanyoulook/0.0005785895564585059,intrepidreporter/0.0015180156957094574,ilied/0.0014564325772160375,pardonmyklingon/0.0013706975327444412,furryreminder/0.001689489596300907,transformationtrinket/0.00135996856961528,nocelebritieswereharmed/0.0021228326041160266,badassfamily/0.0020262100068629695,basementdweller/0.0011950676299636047
villainhasapoint/0.000912831061969658,whoyougonnacall/0.0021995424951610065,dumbasshasapoint/0.0012291120011048199,talkativeloon/0.0005785895564585059,serialkiller/0.0014893738901300337,worldofham/0.0014564325772160375,apocalypticlog/0.0013402375875723423,agelessbirthdayepisode/0.0016450293437666726,powerlimiter/0.00135996856961528,crossover/0.0021228326041160266,likebrotherandsister/0.0020262100068629695,cannotkeepasecret/0.0011950676299636047
suicidebycop/0.000912831061969658,thetropewithoutatitle/0.0021995424951610065,sesquipedalianloquaciousness/0.0012153017539013949,itspopularnowitsucks/0.0005785895564585059,amoralattorney/0.0014893738901300337,disneyvillaindeath/0.0014564325772160375,thenthdoctor/0.0013402375875723423,workoffthedebt/0.0016450293437666726,greenthumb/0.00135996856961528,statusquoisgod/0.002106627775076973,ordinaryhighschoolstudent/0.0020262100068629695,cannottellajoke/0.0011950676299636047
disconefinalboss/0.000912831061969658,fascistbutinefficient/0.0021995424951610065,supremechef/0.0012153017539013949,whatdoesthisbuttondo/0.0005785895564585059,hollywoodpudgy/0.0014893738901300337,misblamed/0.0014564325772160375,hateplague/0.0013402375875723423,sanityball/0.0016450293437666726,kryptonitefactor/0.0013297470458460516,irony/0.002090422946037919,ijustwanttobenormal/0.0019935292003006636,smartball/0.0011950676299636047
illkillyou/0.000912831061969658,militarymaverick/0.0021115607953545662,bookdumb/0.0012153017539013949,accentuponthewrongsyllable/0.0005654397938117217,thisisforemphasisbitch/0.0014893738901300337,eyepatchofpower/0.0014564325772160375,andthenjohnwasazombie/0.0013097776424002437,eyeglasses/0.0016450293437666726,magitek/0.0013297470458460516,showntheirwork/0.0020742181169988655,savvyguyenergeticgirl/0.0019935292003006636,twodecadesbehind/0.0011950676299636047
talktothefist/0.0008999742864489586,standardevilempirehierarchy/0.0021115607953545662,badliar/0.0012153017539013949,whatthefuareyoudoing/0.0005654397938117217,dyeingforyourart/0.0014893738901300337,evilplan/0.0014564325772160375,puppeteerparasite/0.0013097776424002437,gagnose/0.0016450293437666726,finishingmove/0.0013297470458460516,limitedwardrobe/0.0020742181169988655,playingwithfire/0.0019935292003006636,kentbrockmannews/0.0011950676299636047
fountainofexpies/0.0008999742864489586,sensoryoverload/0.002023579095548126,bigshutup/0.0012014915066979699,musicalisinterruptus/0.0005654397938117217,wiredilemma/0.0014893738901300337,imperialstormtroopermarksmanshipacademy/0.0014564325772160375,alternateself/0.0013097776424002437,crowdsong/0.0016450293437666726,powerfist/0.0013297470458460516,idiosyncraticepisodenaming/0.002058013287959812,throughhisstomach/0.0019935292003006636,arousedbytheirvoice/0.0011950676299636047
